feature,mean_abs_shap
mfp_409,0.0
mfp_408,0.0
mfp_407,0.0
mfp_406,0.0
mfp_405,0.0
mfp_404,0.0
mfp_403,0.0
mfp_402,0.0
mfp_401,0.0
mfp_400,0.0
mfp_399,0.0
mfp_398,0.0
mfp_397,0.0
mfp_396,0.0
mfp_395,0.0
mfp_424,0.0
mfp_425,0.0
mfp_426,0.0
mfp_442,0.0
mfp_455,0.0
mfp_454,0.0
mfp_453,0.0
mfp_452,0.0
mfp_451,0.0
mfp_450,0.0
mfp_449,0.0
mfp_448,0.0
mfp_447,0.0
mfp_446,0.0
mfp_445,0.0
mfp_444,0.0
mfp_443,0.0
mfp_441,0.0
mfp_427,0.0
mfp_440,0.0
mfp_439,0.0
mfp_438,0.0
mfp_437,0.0
mfp_436,0.0
mfp_435,0.0
mfp_434,0.0
mfp_433,0.0
mfp_432,0.0
mfp_431,0.0
mfp_430,0.0
mfp_429,0.0
mfp_428,0.0
mfp_262,0.0
mfp_261,0.0
mfp_260,0.0
mfp_97,0.0
mfp_95,0.0
mfp_94,0.0
mfp_93,0.0
mfp_92,0.0
mfp_91,0.0
mfp_90,0.0
mfp_89,0.0
mfp_88,0.0
mfp_87,0.0
mfp_86,0.0
mfp_85,0.0
mfp_84,0.0
mfp_83,0.0
mfp_82,0.0
mfp_81,0.0
mfp_80,0.0
mfp_79,0.0
mfp_78,0.0
mfp_77,0.0
mfp_76,0.0
mfp_75,0.0
mfp_74,0.0
mfp_73,0.0
mfp_72,0.0
mfp_71,0.0
mfp_70,0.0
mfp_69,0.0
mfp_68,0.0
mfp_67,0.0
mfp_96,0.0
mfp_98,0.0
mfp_259,0.0
mfp_99,0.0
mfp_128,0.0
mfp_127,0.0
mfp_126,0.0
mfp_125,0.0
mfp_124,0.0
mfp_123,0.0
mfp_122,0.0
mfp_121,0.0
mfp_120,0.0
mfp_119,0.0
mfp_118,0.0
mfp_117,0.0
mfp_116,0.0
mfp_115,0.0
mfp_114,0.0
mfp_113,0.0
mfp_112,0.0
mfp_111,0.0
mfp_110,0.0
mfp_109,0.0
mfp_108,0.0
mfp_107,0.0
mfp_106,0.0
mfp_105,0.0
mfp_104,0.0
mfp_103,0.0
mfp_102,0.0
mfp_101,0.0
mfp_100,0.0
mfp_66,0.0
mfp_65,0.0
mfp_64,0.0
mfp_63,0.0
mfp_30,0.0
mfp_29,0.0
mfp_28,0.0
mfp_27,0.0
mfp_26,0.0
mfp_25,0.0
mfp_24,0.0
mfp_23,0.0
mfp_22,0.0
mfp_21,0.0
mfp_20,0.0
mfp_19,0.0
mfp_18,0.0
mfp_17,0.0
mfp_16,0.0
mfp_15,0.0
mfp_14,0.0
mfp_13,0.0
mfp_12,0.0
mfp_11,0.0
mfp_10,0.0
mfp_9,0.0
mfp_8,0.0
mfp_7,0.0
mfp_6,0.0
mfp_5,0.0
mfp_4,0.0
mfp_3,0.0
mfp_2,0.0
mfp_31,0.0
mfp_32,0.0
mfp_33,0.0
mfp_49,0.0
mfp_62,0.0
mfp_61,0.0
mfp_60,0.0
mfp_59,0.0
mfp_58,0.0
mfp_57,0.0
mfp_56,0.0
mfp_55,0.0
mfp_54,0.0
mfp_53,0.0
mfp_52,0.0
mfp_51,0.0
mfp_50,0.0
mfp_48,0.0
mfp_34,0.0
mfp_47,0.0
mfp_46,0.0
mfp_45,0.0
mfp_44,0.0
mfp_43,0.0
mfp_42,0.0
mfp_41,0.0
mfp_40,0.0
mfp_39,0.0
mfp_38,0.0
mfp_37,0.0
mfp_36,0.0
mfp_35,0.0
mfp_129,0.0
mfp_130,0.0
mfp_131,0.0
mfp_196,0.0
mfp_226,0.0
mfp_225,0.0
mfp_224,0.0
mfp_223,0.0
mfp_222,0.0
mfp_221,0.0
mfp_220,0.0
mfp_219,0.0
mfp_218,0.0
mfp_217,0.0
mfp_216,0.0
mfp_215,0.0
mfp_214,0.0
mfp_213,0.0
mfp_212,0.0
mfp_211,0.0
mfp_210,0.0
mfp_209,0.0
mfp_208,0.0
mfp_207,0.0
mfp_206,0.0
mfp_205,0.0
mfp_204,0.0
mfp_203,0.0
mfp_202,0.0
mfp_201,0.0
mfp_200,0.0
mfp_199,0.0
mfp_198,0.0
mfp_227,0.0
mfp_228,0.0
mfp_229,0.0
mfp_245,0.0
mfp_258,0.0
mfp_257,0.0
mfp_256,0.0
mfp_255,0.0
mfp_254,0.0
mfp_253,0.0
mfp_252,0.0
mfp_251,0.0
mfp_250,0.0
mfp_249,0.0
mfp_248,0.0
mfp_247,0.0
mfp_246,0.0
mfp_244,0.0
mfp_230,0.0
mfp_243,0.0
mfp_242,0.0
mfp_241,0.0
mfp_240,0.0
mfp_239,0.0
mfp_238,0.0
mfp_237,0.0
mfp_236,0.0
mfp_235,0.0
mfp_234,0.0
mfp_233,0.0
mfp_232,0.0
mfp_231,0.0
mfp_197,0.0
mfp_195,0.0
mfp_132,0.0
mfp_194,0.0
mfp_161,0.0
mfp_160,0.0
mfp_159,0.0
mfp_158,0.0
mfp_157,0.0
mfp_156,0.0
mfp_155,0.0
mfp_154,0.0
mfp_153,0.0
mfp_152,0.0
mfp_151,0.0
mfp_150,0.0
mfp_149,0.0
mfp_148,0.0
mfp_147,0.0
mfp_146,0.0
mfp_145,0.0
mfp_144,0.0
mfp_143,0.0
mfp_142,0.0
mfp_141,0.0
mfp_140,0.0
mfp_139,0.0
mfp_138,0.0
mfp_137,0.0
mfp_136,0.0
mfp_135,0.0
mfp_134,0.0
mfp_133,0.0
mfp_162,0.0
mfp_163,0.0
mfp_164,0.0
mfp_180,0.0
mfp_193,0.0
mfp_192,0.0
mfp_191,0.0
mfp_190,0.0
mfp_189,0.0
mfp_188,0.0
mfp_187,0.0
mfp_186,0.0
mfp_185,0.0
mfp_184,0.0
mfp_183,0.0
mfp_182,0.0
mfp_181,0.0
mfp_179,0.0
mfp_165,0.0
mfp_178,0.0
mfp_177,0.0
mfp_176,0.0
mfp_175,0.0
mfp_174,0.0
mfp_173,0.0
mfp_172,0.0
mfp_171,0.0
mfp_170,0.0
mfp_169,0.0
mfp_168,0.0
mfp_167,0.0
mfp_166,0.0
mfp_522,0.0
mfp_524,0.0
mfp_1054,0.0
mfp_888,0.0
mfp_886,0.0
mfp_885,0.0
mfp_884,0.0
mfp_883,0.0
mfp_882,0.0
mfp_881,0.0
mfp_880,0.0
mfp_879,0.0
mfp_878,0.0
mfp_877,0.0
mfp_876,0.0
mfp_875,0.0
mfp_874,0.0
mfp_873,0.0
mfp_872,0.0
mfp_871,0.0
mfp_870,0.0
mfp_869,0.0
mfp_868,0.0
mfp_867,0.0
mfp_866,0.0
mfp_865,0.0
mfp_864,0.0
mfp_863,0.0
mfp_862,0.0
mfp_861,0.0
mfp_860,0.0
mfp_859,0.0
mfp_858,0.0
mfp_887,0.0
mfp_889,0.0
mfp_921,0.0
mfp_890,0.0
mfp_919,0.0
mfp_918,0.0
mfp_917,0.0
mfp_916,0.0
mfp_915,0.0
mfp_914,0.0
mfp_913,0.0
mfp_912,0.0
mfp_911,0.0
mfp_910,0.0
mfp_909,0.0
mfp_908,0.0
mfp_907,0.0
mfp_906,0.0
mfp_905,0.0
mfp_904,0.0
mfp_903,0.0
mfp_902,0.0
mfp_901,0.0
mfp_900,0.0
mfp_899,0.0
mfp_898,0.0
mfp_897,0.0
mfp_896,0.0
mfp_895,0.0
mfp_894,0.0
mfp_893,0.0
mfp_892,0.0
mfp_891,0.0
mfp_857,0.0
mfp_856,0.0
mfp_855,0.0
mfp_854,0.0
mfp_821,0.0
mfp_820,0.0
mfp_819,0.0
mfp_818,0.0
mfp_817,0.0
mfp_816,0.0
mfp_815,0.0
mfp_814,0.0
mfp_813,0.0
mfp_812,0.0
mfp_811,0.0
mfp_810,0.0
mfp_809,0.0
mfp_808,0.0
mfp_806,0.0
mfp_805,0.0
mfp_804,0.0
mfp_803,0.0
mfp_802,0.0
mfp_801,0.0
mfp_800,0.0
mfp_799,0.0
mfp_798,0.0
mfp_797,0.0
mfp_796,0.0
mfp_795,0.0
mfp_793,0.0
mfp_792,0.0
mfp_791,0.0
mfp_822,0.0
mfp_823,0.0
mfp_824,0.0
mfp_840,0.0
mfp_853,0.0
mfp_852,0.0
mfp_851,0.0
mfp_850,0.0
mfp_849,0.0
mfp_848,0.0
mfp_847,0.0
mfp_846,0.0
mfp_845,0.0
mfp_844,0.0
mfp_843,0.0
mfp_842,0.0
mfp_841,0.0
mfp_839,0.0
mfp_825,0.0
mfp_838,0.0
mfp_837,0.0
mfp_836,0.0
mfp_835,0.0
mfp_834,0.0
mfp_833,0.0
mfp_832,0.0
mfp_831,0.0
mfp_830,0.0
mfp_829,0.0
mfp_828,0.0
mfp_827,0.0
mfp_826,0.0
mfp_920,0.0
mfp_922,0.0
mfp_525,0.0
mfp_1021,0.0
mfp_1019,0.0
mfp_1018,0.0
mfp_1016,0.0
mfp_1015,0.0
mfp_1014,0.0
mfp_1013,0.0
mfp_1012,0.0
mfp_1011,0.0
mfp_1010,0.0
mfp_1009,0.0
mfp_1008,0.0
mfp_1007,0.0
mfp_1006,0.0
mfp_1005,0.0
mfp_1004,0.0
mfp_1003,0.0
mfp_1002,0.0
mfp_1001,0.0
mfp_1000,0.0
mfp_999,0.0
mfp_998,0.0
mfp_997,0.0
mfp_996,0.0
mfp_995,0.0
mfp_994,0.0
mfp_993,0.0
mfp_992,0.0
mfp_991,0.0
mfp_990,0.0
mfp_1020,0.0
mfp_1022,0.0
mfp_923,0.0
mfp_1023,0.0
mfp_1053,0.0
mfp_1052,0.0
mfp_1050,0.0
mfp_1049,0.0
mfp_1048,0.0
mfp_1047,0.0
mfp_1046,0.0
mfp_1045,0.0
mfp_1044,0.0
mfp_1043,0.0
mfp_1042,0.0
mfp_1041,0.0
mfp_1040,0.0
mfp_1039,0.0
mfp_1038,0.0
mfp_1037,0.0
mfp_1036,0.0
mfp_1035,0.0
mfp_1034,0.0
mfp_1033,0.0
mfp_1032,0.0
mfp_1031,0.0
mfp_1030,0.0
mfp_1029,0.0
mfp_1028,0.0
mfp_1027,0.0
mfp_1026,0.0
mfp_1025,0.0
mfp_1024,0.0
mfp_989,0.0
mfp_988,0.0
mfp_987,0.0
mfp_986,0.0
mfp_953,0.0
mfp_952,0.0
mfp_951,0.0
mfp_950,0.0
mfp_949,0.0
mfp_948,0.0
mfp_947,0.0
mfp_946,0.0
mfp_945,0.0
mfp_944,0.0
mfp_943,0.0
mfp_942,0.0
mfp_941,0.0
mfp_940,0.0
mfp_939,0.0
mfp_938,0.0
mfp_937,0.0
mfp_936,0.0
mfp_935,0.0
mfp_934,0.0
mfp_933,0.0
mfp_932,0.0
mfp_931,0.0
mfp_930,0.0
mfp_929,0.0
mfp_928,0.0
mfp_927,0.0
mfp_925,0.0
mfp_924,0.0
mfp_954,0.0
mfp_955,0.0
mfp_956,0.0
mfp_972,0.0
mfp_985,0.0
mfp_984,0.0
mfp_983,0.0
mfp_982,0.0
mfp_981,0.0
mfp_980,0.0
mfp_979,0.0
mfp_978,0.0
mfp_977,0.0
mfp_976,0.0
mfp_975,0.0
mfp_974,0.0
mfp_973,0.0
mfp_971,0.0
mfp_957,0.0
mfp_970,0.0
mfp_969,0.0
mfp_968,0.0
mfp_967,0.0
mfp_966,0.0
mfp_965,0.0
mfp_964,0.0
mfp_963,0.0
mfp_962,0.0
mfp_961,0.0
mfp_960,0.0
mfp_959,0.0
mfp_958,0.0
mfp_790,0.0
mfp_789,0.0
mfp_788,0.0
mfp_622,0.0
mfp_620,0.0
mfp_619,0.0
mfp_618,0.0
mfp_617,0.0
mfp_616,0.0
mfp_615,0.0
mfp_614,0.0
mfp_613,0.0
mfp_612,0.0
mfp_611,0.0
mfp_610,0.0
mfp_609,0.0
mfp_608,0.0
mfp_607,0.0
mfp_606,0.0
mfp_605,0.0
mfp_604,0.0
mfp_603,0.0
mfp_602,0.0
mfp_601,0.0
mfp_600,0.0
mfp_599,0.0
mfp_598,0.0
mfp_597,0.0
mfp_596,0.0
mfp_595,0.0
mfp_594,0.0
mfp_593,0.0
mfp_592,0.0
mfp_621,0.0
mfp_623,0.0
mfp_787,0.0
mfp_624,0.0
mfp_654,0.0
mfp_653,0.0
mfp_652,0.0
mfp_651,0.0
mfp_649,0.0
mfp_648,0.0
mfp_647,0.0
mfp_646,0.0
mfp_645,0.0
mfp_644,0.0
mfp_643,0.0
mfp_642,0.0
mfp_641,0.0
mfp_640,0.0
mfp_639,0.0
mfp_638,0.0
mfp_637,0.0
mfp_636,0.0
mfp_635,0.0
mfp_634,0.0
mfp_633,0.0
mfp_632,0.0
mfp_631,0.0
mfp_630,0.0
mfp_629,0.0
mfp_628,0.0
mfp_627,0.0
mfp_626,0.0
mfp_625,0.0
mfp_590,0.0
mfp_589,0.0
mfp_588,0.0
mfp_587,0.0
mfp_554,0.0
mfp_553,0.0
mfp_552,0.0
mfp_551,0.0
mfp_550,0.0
mfp_549,0.0
mfp_548,0.0
mfp_547,0.0
mfp_546,0.0
mfp_545,0.0
mfp_544,0.0
mfp_543,0.0
mfp_542,0.0
mfp_541,0.0
mfp_540,0.0
mfp_539,0.0
mfp_538,0.0
mfp_537,0.0
mfp_536,0.0
mfp_535,0.0
mfp_534,0.0
mfp_533,0.0
mfp_532,0.0
mfp_531,0.0
mfp_530,0.0
mfp_529,0.0
mfp_528,0.0
mfp_527,0.0
mfp_526,0.0
mfp_555,0.0
mfp_556,0.0
mfp_557,0.0
mfp_573,0.0
mfp_586,0.0
mfp_585,0.0
mfp_584,0.0
mfp_583,0.0
mfp_582,0.0
mfp_581,0.0
mfp_580,0.0
mfp_579,0.0
mfp_578,0.0
mfp_577,0.0
mfp_576,0.0
mfp_575,0.0
mfp_574,0.0
mfp_572,0.0
mfp_558,0.0
mfp_571,0.0
mfp_570,0.0
mfp_569,0.0
mfp_568,0.0
mfp_567,0.0
mfp_566,0.0
mfp_565,0.0
mfp_564,0.0
mfp_563,0.0
mfp_562,0.0
mfp_561,0.0
mfp_560,0.0
mfp_559,0.0
mfp_655,0.0
mfp_656,0.0
mfp_657,0.0
mfp_724,0.0
mfp_754,0.0
mfp_753,0.0
mfp_752,0.0
mfp_751,0.0
mfp_750,0.0
mfp_749,0.0
mfp_748,0.0
mfp_747,0.0
mfp_746,0.0
mfp_745,0.0
mfp_744,0.0
mfp_743,0.0
mfp_742,0.0
mfp_741,0.0
mfp_740,0.0
mfp_739,0.0
mfp_738,0.0
mfp_737,0.0
mfp_736,0.0
mfp_735,0.0
mfp_734,0.0
mfp_733,0.0
mfp_732,0.0
mfp_731,0.0
mfp_730,0.0
mfp_729,0.0
mfp_728,0.0
mfp_727,0.0
mfp_726,0.0
mfp_755,0.0
mfp_756,0.0
mfp_757,0.0
mfp_773,0.0
mfp_786,0.0
mfp_785,0.0
mfp_784,0.0
mfp_783,0.0
mfp_782,0.0
mfp_781,0.0
mfp_780,0.0
mfp_779,0.0
mfp_778,0.0
mfp_777,0.0
mfp_776,0.0
mfp_775,0.0
mfp_774,0.0
mfp_772,0.0
mfp_758,0.0
mfp_771,0.0
mfp_770,0.0
mfp_769,0.0
mfp_768,0.0
mfp_767,0.0
mfp_766,0.0
mfp_765,0.0
mfp_764,0.0
mfp_763,0.0
mfp_762,0.0
mfp_761,0.0
mfp_760,0.0
mfp_759,0.0
mfp_725,0.0
mfp_723,0.0
mfp_658,0.0
mfp_722,0.0
mfp_687,0.0
mfp_686,0.0
mfp_685,0.0
mfp_684,0.0
mfp_683,0.0
mfp_682,0.0
mfp_681,0.0
mfp_680,0.0
mfp_679,0.0
mfp_678,0.0
mfp_677,0.0
mfp_676,0.0
mfp_675,0.0
mfp_674,0.0
mfp_673,0.0
mfp_672,0.0
mfp_671,0.0
mfp_670,0.0
mfp_669,0.0
mfp_668,0.0
mfp_667,0.0
mfp_666,0.0
mfp_665,0.0
mfp_664,0.0
mfp_663,0.0
mfp_662,0.0
mfp_661,0.0
mfp_660,0.0
mfp_659,0.0
mfp_688,0.0
mfp_689,0.0
mfp_690,0.0
mfp_708,0.0
mfp_721,0.0
mfp_720,0.0
mfp_719,0.0
mfp_718,0.0
mfp_717,0.0
mfp_716,0.0
mfp_715,0.0
mfp_714,0.0
mfp_713,0.0
mfp_712,0.0
mfp_711,0.0
mfp_710,0.0
mfp_709,0.0
mfp_707,0.0
mfp_691,0.0
mfp_706,0.0
mfp_705,0.0
mfp_704,0.0
mfp_703,0.0
mfp_702,0.0
mfp_701,0.0
mfp_700,0.0
mfp_699,0.0
mfp_698,0.0
mfp_697,0.0
mfp_696,0.0
mfp_693,0.0
mfp_692,0.0
mfp_1051,0.0
