compound_id,canonical_smiles,source_dataset,scaffold_smiles,p_repellent,p_non_repellent,ensemble_std,prediction_interval_lower,prediction_interval_upper,prediction_interval,ood_score,rank,high_ood,high_uncertainty
LIC_01946,Cc1ccccc1C(=O)NNC1CC(=O)N(c2ccc(Cl)cc2)C1=O,insecticide,CC(CCC1CC(C)C(C2CCCCC2)C1C)C1CCCCC1,0.99999999,1.0000000050247593e-08,0.0010125907,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.3602362119977264,19,False,True
LIC_01947,O=C(Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1cccc(N2C(=O)CCC2=O)c1,insecticide,CC(CC1CCCC(C2CC3CCCCC3C2)C1)C1CCCC(C2C(C)CCC2C)C1,0.99999999,1.0000000050247593e-08,0.00038358002,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6251979783695846,20,False,True
LIC_01948,O=C(O)c1ccccc1SC1CC(=O)N(c2ccc(O)cc2)C1=O,insecticide,CC1CC(CC2CCCCC2)C(C)C1C1CCCCC1,0.99999999,1.0000000050247593e-08,0.0004980276,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.5295294213816831,21,False,False
LIC_01928,O=C(OC1CN(c2nc3ccc(F)cc3s2)C1)c1cccc(N2C(=O)CCC2=O)c1,insecticide,CC(CC1CC(C2CC3CCCCC3C2)C1)C1CCCC(C2C(C)CCC2C)C1,0.99999999,1.0000000050247593e-08,0.00046079513,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6655063532434506,22,False,False
LIC_01927,Cc1oc(-c2ccc([N+](=O)[O-])c(Cl)c2)cc1C(=O)N1CCOCC1,insecticide,CC(C1CCCCC1)C1CCC(C2CCCCC2)C1,0.99999999,1.0000000050247593e-08,0.0008041108,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6223627579999175,23,False,True
LIC_01926,COc1ccc(N2C(=O)CC(NNC(=O)c3ccccc3)C2=O)cc1,insecticide,CC(CCC1CC(C)C(C2CCCCC2)C1C)C1CCCCC1,0.99999999,1.0000000050247593e-08,0.0005014305,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.3220888063410046,24,False,True
LIC_01914,CCN(CC)CCN(C(=O)CN1C(=O)CCC1=O)c1nc2ccc(Br)cc2s1,insecticide,CC(CC1CC2CCCCC2C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.00040331058,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.5549387600203399,25,False,True
LIC_01906,CCN(CC)CCN(C(=O)CN1C(=O)CCC1=O)c1nc2cc3c(cc2s1)OCO3,insecticide,CC(CC1CC2CC3CCCC3CC2C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.0007130663,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6007778963554063,26,False,True
LIC_01907,Cc1noc(-c2cccc(Cl)n2)n1,insecticide,C1CCC(C2CCCC2)CC1,0.99999999,1.0000000050247593e-08,0.008223121,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.42549087521005113,27,False,False
LIC_01908,O=C(CN1C(=O)CCC1=O)Nc1ccc(O)c(-c2nc3ccccc3s2)c1,insecticide,CC(CC1CCCC(C2CC3CCCCC3C2)C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.0005279269,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.5988686934001818,28,False,False
LIC_01909,COc1ccc(N(C(=O)Nc2ccc(Cl)c(Cl)c2)C2=NCCC2)cc1,insecticide,CC(CC1CCCCC1)C(C1CCCCC1)C1CCCC1,0.99999999,1.0000000050247593e-08,0.0007864958,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6433158560595051,29,False,False
LIC_01910,CCCn1/c(=N/C(=O)CN2C(=O)CCC2=O)sc2c(OC)ccc(OC)c21,insecticide,CC(CC1CC2CCCCC2C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.00045569777,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.5568229425393183,30,False,False
LIC_01911,CCOc1ccc2c(c1)s/c(=N\C(=O)CN1C(=O)CCC1=O)n2CCOC,insecticide,CC(CC1CC2CCCCC2C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.00048049085,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6207243902489152,31,False,False
LIC_01912,COC(=O)Cn1/c(=N/C(=O)CN2C(=O)CCC2=O)sc2cc(Cl)ccc21,insecticide,CC(CC1CC2CCCCC2C1)CC1C(C)CCC1C,0.99999999,1.0000000050247593e-08,0.00037029802,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.5497451016695052,32,False,True
LIC_01913,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(Cc2ccsc2)CC1,insecticide,CC(CC1CCCCC1)C1CCC(CC2CCCC2)CC1,0.99999999,1.0000000050247593e-08,0.00049365,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.6206188067454296,33,False,True
LIC_01915,COc1ccc(Br)cc1S(=O)(=O)Nc1cc(Cl)ccc1O,insecticide,CC(C)(CC1CCCCC1)C1CCCCC1,0.99999999,1.0000000050247593e-08,0.0008117321,0.43396225415094336,1.0,"[0.4340, 1.0000]",0.4237852935635411,34,False,True
