Compound_ID,SMILES,InChIKey,Molecular_Formula,MW_Da,p_repellent,OOD_Score,Target_Species,PubChem_CID
REP_00359,C=C(C)[C@H]1CC=C(C)CC1,XMGQYMWWDOXHJM-JTQLQIEISA-N,C10H16,136.1252,0.45714285714285713,0.2828967591493327,Aedes aegypti,440917
REP_00360,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,C10H16,136.1252,0.5,0.5523967442043247,Aedes aegypti,2723720
REP_00361,CC1CCC2CC1C2(C)C,XOKSLPVRUOBDEW-UHFFFAOYSA-N,C10H18,138.1409,0.41509433962264153,0.559230344431521,Aedes aegypti,10129
REP_00362,C=C(CCC)CCC,FYUUBXZYRPRIHC-UHFFFAOYSA-N,C8H16,112.1252,0.44680851063829785,0.3216639465569097,Aedes aegypti,519193
REP_00363,C=C(CC)CCCCC,SLHFFNUTOSKGQG-UHFFFAOYSA-N,C9H18,126.1409,0.6618782584404425,0.28426398649787965,Aedes aegypti,13383766
REP_00364,C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,C10H20,140.1565,0.4482758620689655,0.1597739861413986,Aedes aegypti,13381
REP_00365,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,QEBNYNLSCGVZOH-NFAWXSAZSA-N,C15H24,204.1878,0.8846153846153846,0.5903301184144547,Aedes aegypti,9855795
REP_00366,[2H]C([2H])([2H])C(=CCCC(=C)C=C)C([2H])([2H])[2H],UAHWPYUMFXYFJY-XERRXZQWSA-N,C10H16,142.1629,0.4,0.5048864263463443,Aedes aegypti,46782411
REP_00367,CC1=CC[C@](O)(C(C)C)CC1,WRYLYDPHFGVWKC-SNVBAGLBSA-N,C10H18O,154.1358,0.6333333333333333,0.6701800273397881,Aedes aegypti,11230
REP_00370,COc1cc(/C=C/CO)ccc1O,JMFRWRFFLBVWSI-NSCUHMNNSA-N,C10H12O3,180.0786,0.99999999,0.44209284501996354,Aedes aegypti,1549095
REP_00372,CC(O)(Cc1ccccc1)c1ccccc1,QRKNKDBJZVZQNE-UHFFFAOYSA-N,C15H16O,212.1201,0.99999999,0.4448550996789207,Aedes aegypti,95356
REP_00373,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-PKOBYXMFSA-N,C21H20Cl2O3,390.0789,0.99999999,0.40939761716473333,Aedes aegypti,43859
REP_00374,CC1=CC[C@@H](C(C)(C)O)CC1,WUOACPNHFRMFPN-SECBINFHSA-N,C10H18O,154.1358,0.8695652173913043,0.343705258615001,Aedes aegypti,17100
REP_00375,CC1=CC=C(C(C)C)CC1,YHQGMYUVUMAZJR-UHFFFAOYSA-N,C10H16,136.1252,0.45714285714285713,0.5425249021880016,Aedes aegypti,7462
REP_00376,CC(=O)OCc1ccccc1,QUKGYYKBILRGFE-UHFFFAOYSA-N,C9H10O2,150.0681,0.22807017543859648,0.24662673673085092,Aedes aegypti,8785
