Compound_ID,SMILES,InChIKey,Insecticidal_Active,ChEMBL_ID,N_Assay_Records,Best_pChEMBL,Median_pChEMBL,Target_Organisms,Source
EXT_00236,CN(Cc1ccc(Cl)nc1)/C(=N/C#N)c1ccccc1,HPUXHJVUWWLTLV-XDJHFCHBSA-N,0,CHEMBL2287458,1,,,Musca domestica,ChEMBL
EXT_00237,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc(OC)cc4)cc3)CC2)CC1,HQHBRBVCWLKIRI-UHFFFAOYSA-N,1,CHEMBL4284619,3,6.64,6.4,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00238,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccc(Cl)cc2)C(C)(C)C)c1,HSHWVVSKFFDUNQ-UHFFFAOYSA-N,1,CHEMBL2286443,1,5.97,5.97,Spodoptera littoralis,ChEMBL
EXT_00239,O=C1CSC(c2ccc(Cl)cc2Cl)N1CCNC1CC1,HTESCLSJMCUMDD-UHFFFAOYSA-N,1,CHEMBL5415881,1,5.64,5.64,Anopheles gambiae,ChEMBL
EXT_00240,CCOc1ccccc1C(=O)N(NC(=O)c1ccc(OC)cc1)C(C)(C)C,HUWGTBXXQLWSOW-UHFFFAOYSA-N,0,CHEMBL2286434,1,4.66,4.66,Spodoptera littoralis,ChEMBL
EXT_00241,NS(=O)(=O)c1cccc(S(N)(=O)=O)c1,HUYYFHGIHVULSU-UHFFFAOYSA-N,1,CHEMBL2324868,1,6.07,6.07,Anopheles gambiae,ChEMBL
EXT_00242,Nc1ccc(S(N)(=O)=O)cc1F,HVFBADWBKHAPKV-UHFFFAOYSA-N,1,CHEMBL6853,1,6.04,6.04,Anopheles gambiae,ChEMBL
EXT_00243,CCOP(=O)(OCC)SCCCCCCCSP(=O)(OCC)OCC,HVVUOALSQBMUMS-UHFFFAOYSA-N,0,CHEMBL2252843,2,4.99,4.99,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00244,O=C1NCCN(Cc2ccc(Cl)nc2)C1=O,HVZQSNUGEHHPNR-UHFFFAOYSA-N,1,CHEMBL2272689,1,6.4,6.4,Musca domestica,ChEMBL
EXT_00245,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(C)C,HWPYUPWTOCBEEU-NXVHGZMRSA-N,1,CHEMBL1221881,1,7.35,7.35,Drosophila melanogaster,ChEMBL
EXT_00246,CCO/N=C(\C)COc1ccc(Oc2ccccc2)cc1,HXXLRNOHYJVYAH-NBVRZTHBSA-N,1,CHEMBL2271770,1,7.3,7.3,Culex pipiens,ChEMBL
EXT_00247,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,HYJRTXSYDAFGJK-UHFFFAOYSA-N,1,CHEMBL76897,2,7.82,7.785,Drosophila melanogaster,ChEMBL
EXT_00248,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,HYPNXRDZIVZNOC-UHFFFAOYSA-N,1,CHEMBL399523,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00249,COc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,HZWPVJBGHRJKJJ-UHFFFAOYSA-N,1,CHEMBL2286429,3,7.21,6.47,"Drosophila melanogaster,Spodoptera frugiperda,Spodoptera littoralis",ChEMBL
EXT_00250,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF-XPUUQOCRSA-N,1,CHEMBL218490,1,6.56,6.56,Anopheles gambiae,ChEMBL
EXT_00251,CN(C)CCCN1C(=O)CSC1c1ccncc1,IBIYXTHKRMDTTC-UHFFFAOYSA-N,0,CHEMBL1202930,1,,,Anopheles gambiae,ChEMBL
EXT_00252,CCC(CC)Cc1ccc(OCCO/N=C/C(C)C)cc1,ICTWOMHTHJNNKR-XMHGGMMESA-N,1,CHEMBL2272188,1,9.71,9.71,Culex pipiens,ChEMBL
EXT_00253,CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,IDPSJFMXNSAMMF-UHFFFAOYSA-N,1,CHEMBL2286422,2,6.54,5.505,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL
EXT_00254,CCCO/N=C/CCOc1ccc(Cc2ccccc2)cc1,IEPIKSYKICSWDU-DEDYPNTBSA-N,1,CHEMBL2271787,1,8.37,8.37,Culex pipiens,ChEMBL
EXT_00255,Cc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(C)c1C(=O)NC(C)C,IGFJUDMGEKBWNA-UHFFFAOYSA-N,0,CHEMBL196767,1,,,Spodoptera frugiperda,ChEMBL
EXT_00256,CCC(C)NC(=S)S,IGWGOSUBNMGSIB-UHFFFAOYSA-N,1,CHEMBL2023165,2,9.05,7.7700000000000005,Drosophila melanogaster,ChEMBL
EXT_00257,CC(C)O/N=C/CCOc1ccc(Oc2ccccc2)cc1,IHEIETYZDVDPNB-CPNJWEJPSA-N,1,CHEMBL2271791,1,9.76,9.76,Culex pipiens,ChEMBL
EXT_00258,COc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,IHHGYIAMYMBJEN-UHFFFAOYSA-N,1,CHEMBL2286440,1,5.69,5.69,Spodoptera littoralis,ChEMBL
EXT_00259,Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,IHJCXVZDYSXXFT-UHFFFAOYSA-N,1,CHEMBL266240,1,6.12,6.12,Anopheles gambiae,ChEMBL
EXT_00260,CNC(=O)Oc1cccc(OCCCOc2ccc([N+](=O)[O-])cc2)c1,IJJOXPDNQZXNLY-UHFFFAOYSA-N,0,CHEMBL2230097,1,4.16,4.16,Musca domestica,ChEMBL
EXT_00261,C[C@H](C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)O,IJRBORPEVKCEQD-JMQWOFAPSA-N,1,CHEMBL255034,3,6.95,6.41,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL
EXT_00262,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1Cl,IKBVFQRRVOLTQW-UHFFFAOYSA-N,1,CHEMBL5427383,1,5.52,5.52,Anopheles gambiae,ChEMBL
EXT_00263,CCO/N=C/CCOc1ccc(Oc2ccccc2)cc1,IKQXAUOJDZTYCQ-QGOAFFKASA-N,1,CHEMBL2271790,1,9.09,9.09,Culex pipiens,ChEMBL
EXT_00264,N#CC(O)C1CC1,ILJKKAIQFPEIBL-UHFFFAOYSA-N,1,CHEMBL2271406,1,,,Musca domestica,ChEMBL
EXT_00265,CCC(C)O/N=C/COc1ccc(Cc2ccccc2)cc1,ILLZSNPMILUFPB-DEDYPNTBSA-N,1,CHEMBL2271781,1,7.42,7.42,Culex pipiens,ChEMBL
EXT_00266,C=C1C(C)=C(C#N)C(=O)N1c1cc(C(C)(C)C)ccc1C(C)(C)C,INAZZDVFTHLBDO-UHFFFAOYSA-N,1,CHEMBL1254213,1,5.19,5.19,Lucilia cuprina,ChEMBL
EXT_00267,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1cccc(F)c1,INMWSWQEHOIHNT-SZNDQCEHSA-N,1,CHEMBL58731,1,6.0,6.0,Aedes aegypti,ChEMBL
EXT_00268,Cc1[nH]c2ccc(Br)cc2c1C,IOGAIEWEHFPGNO-UHFFFAOYSA-N,0,CHEMBL5194440,1,,,Aedes aegypti,ChEMBL
EXT_00269,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccc(Cl)cc3)c3ccc(C)cc32)cc1,IOWNGZFGTXBYQO-JPYJTQIMSA-N,1,CHEMBL291315,1,5.67,5.67,Aedes aegypti,ChEMBL
EXT_00270,Cc1ccc(NC2CC(C)N(C(=O)c3ccc(Cl)cc3)c3ccc(C)cc32)cc1,IOWNGZFGTXBYQO-UHFFFAOYSA-N,0,CHEMBL2286416,2,5.67,4.885,"Aedes aegypti,Spodoptera littoralis",ChEMBL
EXT_00271,NCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,IQCSJPCYLWAYFM-ADZGCGJQSA-N,0,CHEMBL400233,1,,,Drosophila melanogaster,ChEMBL
EXT_00272,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IQPNAANSBPBGFQ-UHFFFAOYSA-N,0,CHEMBL151,1,,,Plutella xylostella,ChEMBL
EXT_00273,CCC/C=C1\OC(=O)C2=C1CCC=C2,IQVQXVFMNOFTMU-FLIBITNWSA-N,0,CHEMBL481246,1,,,Drosophila melanogaster,ChEMBL
EXT_00274,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ISBSSBGEYIBVTO-TYKWNDPBSA-N,0,CHEMBL560194,1,4.38,4.38,Drosophila melanogaster,ChEMBL
EXT_00275,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,1,CHEMBL446060,2,7.36,7.050000000000001,Anopheles gambiae,ChEMBL
EXT_00276,O=C(CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-])OCCOC(=O)CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],ITSWIWMEQDUFGP-HCTXVGCHSA-N,1,CHEMBL2252353,1,5.81,5.81,Musca domestica,ChEMBL
EXT_00277,O=C(CF)c1cnn(C2CCCC2)c1,IUCANLAVDXMGCM-UHFFFAOYSA-N,1,CHEMBL3623566,2,5.81,5.52,Anopheles gambiae,ChEMBL
EXT_00278,C=C1C(c2ccccc2)=C(C#N)C(=O)N1C1CCCCC1,IUCHPXHIZGDFMQ-UHFFFAOYSA-N,0,CHEMBL1254214,1,4.9,4.9,Lucilia cuprina,ChEMBL
EXT_00279,Cc1noc(C)c1CN1CC(Cc2ccccc2)NC(=O)c2nn(CCC3CCN(C(=O)OC(C)(C)C)CC3)cc21,IVEIIEBZNAQZCN-UHFFFAOYSA-N,1,CHEMBL3935892,1,5.23,5.23,Drosophila melanogaster,ChEMBL
EXT_00280,CNC(=O)[C@]12Oc3cc(C)cc(O)c3C(=O)C1=CC=C[C@H]2O,IWFNZPOMYNAJHU-WBMJQRKESA-N,0,CHEMBL92495,1,,,Drosophila melanogaster,ChEMBL
EXT_00281,CC(C)CO/N=C/COc1ccc(Oc2ccccc2)cc1,IXDZPCDIEDZOMI-XDHOZWIPSA-N,1,CHEMBL2271465,1,8.72,8.72,Culex pipiens,ChEMBL
EXT_00282,Cc1ccc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,IYUZMNYQASZUFK-UHFFFAOYSA-N,0,CHEMBL2286413,1,4.82,4.82,Spodoptera littoralis,ChEMBL
EXT_00283,O=C(COc1ccc(-c2ccccc2)cc1)NCCCN1CCCCC1,IYYRFRHVGUOBGU-UHFFFAOYSA-N,1,CHEMBL4277357,3,5.0,5.0,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00284,CC(C)CS(=O)(=O)c1ccnc(OS(C)(=O)=O)c1,IZHJHCQWQFERPA-UHFFFAOYSA-N,1,CHEMBL2286261,1,5.72,5.72,Musca domestica,ChEMBL
EXT_00285,CCN(C)CCCCOc1ccc(Oc2ccccc2)cc1,JAADMLQMILBDLE-UHFFFAOYSA-N,1,CHEMBL2271464,1,7.55,7.55,Culex pipiens,ChEMBL
EXT_00286,O=C(O)c1ccc2c(c1)ncn2Cc1cccc(C(F)(F)F)c1,JAFOSQHHACGWOK-UHFFFAOYSA-N,0,CHEMBL3287359,1,,,Drosophila melanogaster,ChEMBL
EXT_00287,CC(C)n1cc(C(=O)C(F)(F)F)cn1,JAVDJDQEDRNTQR-UHFFFAOYSA-N,1,CHEMBL3623548,2,6.85,6.695,Anopheles gambiae,ChEMBL
EXT_00288,CC(C)(C)c1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,JDCPUULEWGMMGW-UHFFFAOYSA-N,1,CHEMBL2287462,1,7.66,7.66,Spodoptera frugiperda,ChEMBL
EXT_00289,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1,JDMFQXLAGLWHOH-UHFFFAOYSA-N,0,CHEMBL5397966,1,4.8,4.8,Anopheles gambiae,ChEMBL
EXT_00290,CCO/N=C/COc1ccc(Cc2ccccc2)cc1,JEHNRZWQHUGDJH-LDADJPATSA-N,1,CHEMBL2271829,1,7.09,7.09,Culex pipiens,ChEMBL
EXT_00291,CNC(=O)Oc1cccc(OCCCCOc2ccccc2[N+](=O)[O-])c1,JESWYQLJPQPZFZ-UHFFFAOYSA-N,0,CHEMBL2230094,1,4.21,4.21,Musca domestica,ChEMBL
EXT_00292,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-O,1,CHEMBL339427,1,5.73,5.73,Musca domestica,ChEMBL
EXT_00293,Cc1cc(C)cc(C(=O)C2(NC(=O)C(F)(F)F)CCCCC2)c1,JFSJOICPVBZVOH-UHFFFAOYSA-N,0,CHEMBL2286412,1,4.79,4.79,Spodoptera littoralis,ChEMBL
EXT_00294,CCCC1OP2(=S)OCC1(CCC)CO2,JGPCAWQKXSGWJM-UHFFFAOYSA-N,1,CHEMBL2287383,1,6.0,6.0,Blattella germanica,ChEMBL
EXT_00295,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1cccc(C(F)(F)F)c1,JHNYGDAXQHDHNA-IERDGZPVSA-N,1,CHEMBL417218,1,5.92,5.92,Aedes aegypti,ChEMBL
EXT_00296,CN(C)CCCN1C(=O)CSC1c1cccc(F)c1F,JIQPKOHKBQJXKT-UHFFFAOYSA-N,0,CHEMBL5424185,1,4.43,4.43,Anopheles gambiae,ChEMBL
EXT_00297,CCCCCCSCC(=O)C(F)(F)F,JKYLDTTWQQEIHX-UHFFFAOYSA-N,1,CHEMBL440542,1,7.51,7.51,Drosophila melanogaster,ChEMBL
EXT_00298,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1,JLCWNRHNKUVWED-VFNWGFHPSA-N,1,CHEMBL57186,1,5.76,5.76,Aedes aegypti,ChEMBL
EXT_00299,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-GNIYUCBRSA-N,1,CHEMBL15891,1,7.96,7.96,Musca domestica,ChEMBL
EXT_00300,CN(C)CCCN1C(=O)CSC1c1ccccn1,JPDHYADAFMNZHZ-UHFFFAOYSA-N,0,CHEMBL5409526,1,,,Anopheles gambiae,ChEMBL
EXT_00301,Nc1cccc(S(N)(=O)=O)c1,JPVKCHIPRSQDKL-UHFFFAOYSA-N,1,CHEMBL6852,1,6.05,6.05,Anopheles gambiae,ChEMBL
EXT_00302,CC(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,JQNVCUBPURTQPQ-XDWLXSIGSA-N,1,CHEMBL564971,1,7.04,7.04,Drosophila melanogaster,ChEMBL
EXT_00303,CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,JQUGYVKOYKGIRB-PGVJVUNISA-N,1,CHEMBL506228,1,,,Aedes aegypti,ChEMBL
EXT_00304,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@H]3OC(=O)C(C)(O)CCc4ncccc4C(=O)OC[C@@]4(C)O[C@@]1([C@H]3C)[C@@H](OC(C)=O)[C@@H]4C(=O)[C@@H]2OC(C)=O,JSEQGONUGWKQBK-XCSZNDEXSA-N,1,CHEMBL4085923,1,,,Aedes aegypti,ChEMBL
EXT_00305,Cc1cccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c1C,JTHVQDOREUEMBU-UHFFFAOYSA-N,0,CHEMBL2286722,1,4.94,4.94,Drosophila melanogaster,ChEMBL
EXT_00306,CC(C)=NOCCCOc1ccc(Oc2ccccc2)cc1,JUDVPZDNMMGQDM-UHFFFAOYSA-N,1,CHEMBL2271466,1,8.76,8.76,Culex pipiens,ChEMBL
EXT_00307,CC(C)CONCCOc1ccc(Cc2ccccc2)cc1,JUUPIWYYZTWFLO-UHFFFAOYSA-N,1,CHEMBL2271808,1,8.66,8.66,Culex pipiens,ChEMBL
EXT_00308,Cc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,JVFOOYPQMZNPHZ-UHFFFAOYSA-N,0,CHEMBL2286728,1,4.95,4.95,Drosophila melanogaster,ChEMBL
EXT_00309,NC(=S)N/N=C/COc1ccc(Cl)cc1,JVKYGBRSRAABGJ-LFYBBSHMSA-N,1,CHEMBL3589426,1,,,Aedes aegypti,ChEMBL
EXT_00310,CCCCOCCOc1ccc(Oc2ccccc2)cc1,JXENVKYPVSMCFX-UHFFFAOYSA-N,1,CHEMBL2272145,1,8.08,8.08,Culex pipiens,ChEMBL
EXT_00311,C/C=N/OCCCOc1ccc(Oc2ccccc2)cc1,JXMULJQCEVPTNL-LPRJTOQXSA-N,1,CHEMBL2271826,1,8.55,8.55,Culex pipiens,ChEMBL
EXT_00312,CCCCC/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,JXRHQRCPZQCZSZ-ASGOHMCFSA-N,1,CHEMBL5174471,1,,,Plutella xylostella,ChEMBL
EXT_00313,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI-UHFFFAOYSA-N,0,CHEMBL1200468,2,,,Plutella xylostella,ChEMBL
EXT_00314,O=[N+]([O-])/N=C1/N(Cc2ccc(Cc3ccc(CN4CCN(Cc5ccc(Cl)nc5)/C4=N\[N+](=O)[O-])cc3)cc2)CCN1Cc1ccc(Cl)nc1,JZJWGYOBTIWNQF-VDUYVMHVSA-N,0,CHEMBL2252502,1,4.77,4.77,Musca domestica,ChEMBL
EXT_00315,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,1,CHEMBL435,1,7.5,7.5,Anopheles gambiae,ChEMBL
EXT_00316,CCCCCCCCC(=O)C(F)F,KBTBQKNTXFVGSP-UHFFFAOYSA-N,1,CHEMBL152698,1,5.0,5.0,Drosophila melanogaster,ChEMBL
EXT_00317,COc1ccc(NC(=S)NCCN2CCCCC2)cc1,KBVZBGFTPBUXAH-UHFFFAOYSA-N,0,CHEMBL4099934,2,4.54,4.285,Anopheles gambiae,ChEMBL
EXT_00318,CCC(C)OCCCOc1ccc(Oc2ccccc2)cc1,KCEXWXBFJOHBPA-UHFFFAOYSA-N,1,CHEMBL2272151,1,8.9,8.9,Culex pipiens,ChEMBL
EXT_00319,C#CCCCCCCCCCCC1=C[C@H](C)OC1=O,KCYNQKJAQXHQLE-HNNXBMFYSA-N,1,CHEMBL477913,1,,,Aedes aegypti,ChEMBL
EXT_00320,Cc1cn([C@H]2C[C@H](n3cc(-c4ccccn4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,KEBQIHFEQIBHOQ-RRFJBIMHSA-N,1,CHEMBL1091719,1,5.42,5.42,Drosophila melanogaster,ChEMBL
EXT_00321,COCCCCCOc1ccc(CC(C)C)cc1,KEEHWYIBHIKGAA-UHFFFAOYSA-N,1,CHEMBL2271832,1,5.35,5.35,Culex pipiens,ChEMBL
EXT_00322,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2ccncc2)c(=O)[nH]c1=O,KFFXNJCFHDAUNV-UHFFFAOYSA-N,1,CHEMBL220459,1,5.57,5.57,Drosophila melanogaster,ChEMBL
EXT_00323,CCCCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,KFPAKOVKYAAIGL-UHFFFAOYSA-N,1,CHEMBL2287461,1,8.27,8.27,Spodoptera frugiperda,ChEMBL
EXT_00324,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1,KHNVQJDWUHRVDK-UHFFFAOYSA-N,1,CHEMBL1459580,2,6.58,6.25,Anopheles gambiae,ChEMBL
EXT_00325,CC1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,KHYPPUBLNCEADC-UHFFFAOYSA-N,1,CHEMBL206170,1,7.52,7.52,Musca domestica,ChEMBL
EXT_00326,CCC(C)n1cc(C(=O)C(F)F)cn1,KIPNKBSUTXPLGR-UHFFFAOYSA-N,1,CHEMBL3623556,2,7.6,7.59,Anopheles gambiae,ChEMBL
EXT_00327,Cc1ccc(N(C(=O)c2ccc(Cl)cc2)C2CC(C)N(C(=O)c3ccc(Cl)cc3)c3ccc(C)cc32)cc1,KKFIHBYZXIPSHA-UHFFFAOYSA-N,0,CHEMBL2285681,1,4.89,4.89,Spodoptera littoralis,ChEMBL
EXT_00328,Cc1ccc(C[N+](C)(C)C)o1,KOWVJDFMEZKDDT-UHFFFAOYSA-N,0,CHEMBL1316369,2,4.91,4.87,Drosophila melanogaster,ChEMBL
EXT_00329,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,KPBKAGVIPGPRAK-UHFFFAOYSA-N,0,CHEMBL2286736,2,5.21,4.675,Drosophila melanogaster,ChEMBL
EXT_00330,Nc1ccc(S(N)(=O)=O)cc1Br,KQEVQYJWCZRLTJ-UHFFFAOYSA-N,1,CHEMBL6724,1,6.07,6.07,Anopheles gambiae,ChEMBL
EXT_00331,Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O,KRVABEGPNKGLOT-UHFFFAOYSA-N,1,CHEMBL418,1,5.36,5.36,Anopheles gambiae,ChEMBL
EXT_00332,CC(C)C[S+]([O-])c1cccc(OS(C)(=O)=O)c1,KSSSWPMKQXBJNG-UHFFFAOYSA-N,0,CHEMBL2286260,1,4.92,4.92,Musca domestica,ChEMBL
EXT_00333,COP1(=S)NCC(c2cccc(Br)c2)O1,KTBPGGSQFFNCTE-UHFFFAOYSA-N,0,CHEMBL2289293,1,,,Tribolium castaneum,ChEMBL
EXT_00334,CN(C)CCCN1C(=O)CSC1c1cccc(F)c1,KTGFDMVQZJCWQK-UHFFFAOYSA-N,0,CHEMBL1202933,1,4.85,4.85,Anopheles gambiae,ChEMBL
EXT_00335,CN(Cc1ccccc1)C(=S)S,KVRJHAJGPHILSK-UHFFFAOYSA-N,1,CHEMBL2023726,2,7.91,7.605,Drosophila melanogaster,ChEMBL
EXT_00336,CC(C)NC(=O)c1cccc(Cl)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccc1Cl,KWDYEPSLJJCGHF-UHFFFAOYSA-N,1,CHEMBL370843,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00337,O=C(O)[C@@H]1CCCN1C(=S)S,KXPSZHIUQPHVGH-BYPYZUCNSA-N,1,CHEMBL2023730,2,8.85,8.36,Drosophila melanogaster,ChEMBL
EXT_00338,CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,KYFJIEVANFXJFD-LEVDAJMHSA-N,1,CHEMBL5175917,1,,,Plutella xylostella,ChEMBL
EXT_00339,COc1cccc(Cn2cnc3cc(C(=O)O)ccc32)c1,KYTGMQCHVSBDAJ-UHFFFAOYSA-N,0,CHEMBL3287368,1,,,Drosophila melanogaster,ChEMBL
EXT_00340,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1,KYXGSMDRHQWMAB-UHFFFAOYSA-N,1,CHEMBL4292499,3,5.42,5.24,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00341,CCOP(=O)(OCC)SCCCCCSP(=O)(OCC)OCC,KZROMZCICLWKQK-UHFFFAOYSA-N,0,CHEMBL2252841,2,4.91,4.91,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00342,CCCCCN(Cc1ccc(Cl)nc1)/C(C)=N/C#N,KZXSNLGQJXVOEY-LDADJPATSA-N,0,CHEMBL2287450,1,,,Musca domestica,ChEMBL
EXT_00343,O=C(O)CCc1nc(-c2ccc(Br)cc2)no1,LBFLFJKKZLTGOV-UHFFFAOYSA-N,1,CHEMBL2442676,1,,,Aedes aegypti,ChEMBL
EXT_00344,CC#CCOC(=O)C1=CCCN(C)C1,LBFWTPRSXIRKMZ-UHFFFAOYSA-N,1,CHEMBL1395412,2,5.82,5.8149999999999995,Drosophila melanogaster,ChEMBL
EXT_00345,CCOP(=O)(OCC)SCCCCCCCCN1C(=O)c2ccccc2C1=O,LBUJBVTUEAMMBQ-UHFFFAOYSA-N,1,CHEMBL2252721,2,5.35,5.105,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00346,O=C(c1cnn(C2CCCC2)c1)C(F)F,LCJHAMFHXGMYLX-UHFFFAOYSA-N,1,CHEMBL3623559,2,6.97,6.92,Anopheles gambiae,ChEMBL
EXT_00347,CCOP(=O)(OCC)SCCCCCN1C(=O)c2ccccc2C1=O,LDBYELVZNVROCO-UHFFFAOYSA-N,0,CHEMBL2252849,2,4.91,4.91,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00348,Cc1cccc(Oc2ccc(OCCCNOC(C)C)cc2)c1,LDXLQKYPMYPOCI-UHFFFAOYSA-N,1,CHEMBL2271812,1,10.0,10.0,Culex pipiens,ChEMBL
EXT_00349,CCCCCCC#CC(=O)C(F)(F)F,LECHALRQDMTAQM-UHFFFAOYSA-N,1,CHEMBL356917,1,6.4,6.4,Drosophila melanogaster,ChEMBL
EXT_00350,O=[N+]([O-])C(Cl)(Cl)Cl,LFHISGNCFUNFFM-UHFFFAOYSA-N,1,CHEMBL1327143,1,,,Musca domestica,ChEMBL
