compound_id,molecule_id,xtb_method,xtb_version,xtb_charge,xtb_multiplicity,xtb_uhf,xtb_solvent,xtb_opt_level,xtb_converged,xtb_energy_Eh,xtb_gradient_norm_Eh_per_bohr,xtb_cycles,xtb_wall_time_s,mmff_to_xtb_rmsd_A,xtb_input_geometry_path,xtb_optimized_geometry_path,xtb_status,xtb_message,dft_start_geometry_source,dft_converged,status,opt_status,opt_converged,dft_total_energy_hartree,d_av_A,ECN,Rg_A,HCM,HD_A,dQ_A,alignment_RMSD_A,hoppe_converged,descriptor_status
REP_00001,REP_00001,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-94.36169315047,9.5236813e-05,200.0,38.32648491859436,1.195053184154325,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00001/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00001/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1453.5513742897147,1.172685296244936,1.5393083219982382,5.269603366920999,0.7016642017857605,10.430865235353297,14.86589341284103,5.095711698666292,True,success
REP_00002,REP_00002,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-88.973646468718,0.000118009113,122.0,19.589720964431763,0.7941481964562238,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00002/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00002/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1341.8574250070128,1.1672641309640786,1.558772277985932,5.144912499261097,0.6881684056442807,10.390692403309888,15.099054705340416,4.976797886767289,True,success
REP_00003,REP_00003,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-73.910577142563,0.000203445852,39.0,5.429680347442627,0.29130457962008427,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00003/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00003/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1099.5440997077585,1.1509330390119892,1.4931229639967853,4.331474368601073,0.30768899868553984,4.255169060045376,13.82944817079465,3.192826122835142,True,success
REP_00004,REP_00004,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-54.32840766343,0.00017940197,126.0,19.77581000328064,1.7066274720779038,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00004/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00004/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-846.9112907844226,1.1805068908761913,1.60143054586543,3.674350618442465,0.21529752969642138,1.9476463288088812,9.04630132800476,1.8115827952230736,True,success
REP_00005,REP_00005,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-80.962493309753,0.000487626681,68.0,13.004269361495972,0.7857998674554096,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00005/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00005/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-2026.374805042904,1.1884400006252362,1.4098037008329993,4.205744387023293,0.7747776235727086,10.000000776817549,12.906930288854817,3.126047173377699,True,success
REP_00006,REP_00006,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-41.60796695563,0.000225316875,59.0,10.63783049583435,0.6413993198390708,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00006/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00006/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1037.6989023109259,1.2169913269209962,1.5786714041323864,2.6292442296409746,0.5729256469969989,4.252793526174213,7.422941438326796,2.0774141913794515,True,success
REP_00007,REP_00007,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-84.885312786126,0.000277625742,40.0,6.979972839355469,0.5969885153985606,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00007/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00007/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1324.056451140632,1.1992945314464507,1.657588953417365,4.483018646912287,0.26491743670165896,3.5545442014980355,13.417554713474912,2.179134022959774,True,success
REP_00008,REP_00008,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-63.88086800826,0.000153621386,68.0,16.004884243011475,0.614557639651062,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00008/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00008/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-929.3237717879251,1.1430861723226498,1.4318590573349896,3.7035844158531686,0.31332528520571856,3.205789241379408,10.231505061184569,2.25931290346949,True,success
REP_00009,REP_00009,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-41.193431226032,0.000165756864,30.0,5.884876489639282,0.2046361750900334,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00009/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00009/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-708.1684223106278,1.225011152319891,1.5808375710326084,2.7028348444798675,0.6359925830029793,4.513857670716649,7.097343257374912,2.0789321791505815,True,success
REP_00010,REP_00010,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-80.725809968999,0.000113678307,34.0,5.373956680297852,0.17416989236729147,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00010/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00010/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1214.679686875027,1.1749698561998931,1.53726286361377,5.714218614899641,0.14506216354590043,2.820343183241339,19.44230745151494,1.2456484314088698,True,success
REP_00011,REP_00011,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-76.450539251831,0.000302117987,80.0,14.900715351104736,1.0996240582054781,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00011/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00011/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1935.344440796373,1.1909774944238032,1.4371849337874327,4.542024265975694,1.0560094266103608,14.368736496505019,13.606636583374646,3.5785993591232974,True,success
REP_00012,REP_00012,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-81.671522505223,0.000106061564,185.0,33.136375188827515,1.8583151123483634,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00012/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00012/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1215.7414384490535,1.1600934910885048,1.5183762072089118,5.45226029276353,0.3705866153541342,6.154584032421266,16.607680303132156,2.8873251032327603,True,success
REP_00013,REP_00013,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-43.898745159798,0.000167067351,13.0,2.7241616249084473,0.07306667033097057,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00013/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00013/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-660.830635496853,1.170598649841539,1.528701586408968,2.9365451014351858,0.7620638879107122,6.333210554819936,8.31060315977336,2.5360637683127036,True,success
REP_00014,REP_00014,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-54.130907703698,0.000108419866,56.0,9.383315801620483,0.3896257221444666,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00014/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00014/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-796.9933240530204,1.1474149537440506,1.5128822107719422,3.62464702134137,0.3968713483306417,3.9326710891758143,9.909183683119965,2.487269381701944,True,success
REP_00015,REP_00015,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-99.882452076421,0.000150324382,155.0,32.662975788116455,0.8557342274933147,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00015/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00015/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1774.5465588999423,1.1441244294883275,1.4395195839864063,5.671493468035212,0.8573749930853629,14.27260054950871,16.64685891776142,3.3210641972115713,True,success
REP_00016,REP_00016,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-57.288974844114,0.000114483721,33.0,4.7333984375,0.21863403222610378,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00016/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00016/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-835.8457534993518,1.1346499435402524,1.3983308917604709,3.417657955663625,0.35922859540785806,3.2020502350481075,8.913684144249679,1.8479689101135497,True,success
REP_00017,REP_00017,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-58.427288828131,0.000154100416,139.0,22.86582064628601,1.6138675455871971,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00017/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00017/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1102.1493010608597,1.1546842603204939,1.4436173667121066,4.058352400427036,0.2622234701633534,2.8701085518910086,10.94527713367175,2.512059339253449,True,success
REP_00018,REP_00018,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-55.715803196699,0.0004741098,16.0,2.525944709777832,0.062225202138918356,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00018/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00018/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-850.3061565722439,1.1701942899777174,1.529159474570499,4.8808811699038115,0.17995441564315848,2.5931445067387298,14.410007653720589,1.3115560208073056,True,success
REP_00019,REP_00019,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-48.249138337649,0.000385583367,22.0,4.278667211532593,0.09307391100995607,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00019/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00019/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-736.1612801794781,1.1518117570211956,1.4246133941552348,3.5742500130843187,0.4070811395454974,4.1074888502209275,10.090098634407145,1.4076055002628052,True,success
REP_00020,REP_00020,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-54.118918235955,0.000222506684,38.0,11.080821752548218,0.5530071945062692,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00020/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00020/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-797.0092028521212,1.164923143657803,1.5360603314782195,3.379500602595666,0.29346545415608605,2.977834888059337,10.147139453339234,1.5547565191476658,True,success
REP_00021,REP_00021,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-42.449708297325,0.000204559943,11.0,2.5709943771362305,0.10653923665258352,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00021/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00021/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-2199.629797230503,1.3227144512545164,1.3557842972788445,2.918624000770655,0.6050889771581046,4.8067725745439125,7.943910327237615,2.6676221293319258,True,success
REP_00022,REP_00022,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-81.685250949579,0.000220716163,123.0,20.478874683380127,0.8585431142694838,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00022/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00022/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1179.0430471061863,1.15765141191683,1.5807874721586639,5.885554378259702,0.5131158864284611,8.72577719497378,17.005470744064233,3.4077722086935047,True,success
REP_00023,REP_00023,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-69.966976556236,0.000668056198,107.0,20.067753314971924,0.7689305578816806,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00023/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00023/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-989.6433743950693,1.1577783884351145,1.6299206279441771,5.571062518743341,0.5985178282661199,10.042307210620793,16.77862669473509,2.9331052139112024,True,success
REP_00024,REP_00024,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-67.439618715077,0.000230482168,61.0,10.454549312591553,0.7079048688508986,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00024/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00024/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-970.3284988689156,1.1321836973878365,1.4243809916367756,5.38544985101087,0.617993611911044,10.135150437338023,16.400089324542904,4.121054333701736,True,success
REP_00025,REP_00025,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-64.167080885166,0.000132378012,185.0,30.505146265029907,1.1986859842781084,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00025/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00025/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-997.0112303672036,1.170539310113992,1.532770439829131,5.126647104855277,0.6740250396684025,10.351913187701719,15.358351067780077,4.301091195012865,True,success
REP_00026,REP_00026,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-83.900782592173,0.000534196752,99.0,20.84734272956848,0.8013334535400336,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00026/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00026/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1251.8694270398996,1.1589221032817907,1.5043805466075246,5.842040968346418,0.46475890719508356,7.85018702447877,16.89088020250387,4.535980999796166,True,success
REP_00027,REP_00027,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-72.182902182559,0.000143898449,104.0,22.153408527374268,0.8029719792609695,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00027/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00027/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1062.4731380819048,1.159017897264613,1.5440163442497132,4.759737893981221,0.40446621187543713,5.596537440494905,13.836847865597393,3.6709587597056332,True,success
REP_00028,REP_00028,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-55.768770332922,0.000752984499,69.0,10.036881446838379,0.4381853371342028,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00028/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00028/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-780.9894945542069,1.133169914858868,1.462727516397952,3.783506447405981,0.34427349461647677,3.7181778499397704,10.800070025959588,2.441896484720798,True,success
REP_00029,REP_00029,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-55.75919475017,0.000180547402,51.0,8.391662359237671,0.38989232684997926,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00029/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00029/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-780.9838772114811,1.1334121512594124,1.462884773480038,3.582359231034781,0.4557137793633395,5.081286260745003,11.15017032805959,2.4985002983717592,True,success
REP_00030,REP_00030,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-78.515972837796,0.000227846085,44.0,7.7267005443573,0.3406777675898233,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00030/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00030/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1140.1819487327975,1.1527906927782972,1.5215089465595388,5.0385821114964235,0.4233706565303493,6.849572059910692,16.178665087573638,3.421608446805819,True,success
REP_00031,REP_00031,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-76.297850086024,0.000337656608,125.0,16.9644672870636,0.8347356381154156,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00031/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00031/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-1067.3495377139798,1.151742268624577,1.60008315739635,5.717575602135463,0.5372278486116103,8.900513053485156,16.56748263606825,3.0211090974375217,True,success
REP_00032,REP_00032,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-45.862166091927,0.000166803912,34.0,5.532055139541626,0.1853291421524825,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00032/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00032/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-682.7582543337476,1.1448683102664647,1.4644848053644182,3.277485949423414,0.3531099256141019,3.3904133379049397,9.601580391739459,2.014165604857983,True,success
REP_00033,REP_00033,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-52.219691122676,0.000211951875,39.0,7.976925849914551,0.5754692738157597,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00033/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00033/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-760.5133062247451,1.1525473627362262,1.4793204559980433,3.473646307963663,0.4232420050679238,4.051654143979403,9.572901780694416,1.9063604855899992,True,success
REP_00034,REP_00034,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-58.933733356795,0.000137269991,67.0,10.380101442337036,0.5130261983412399,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00034/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00034/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-819.844529762177,1.1312382968764525,1.454406877928226,3.9295296135778965,0.36843173949713404,4.314281523580174,11.709853036735273,2.3018077999136994,True,success
REP_00035,REP_00035,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-52.602002875639,0.0001064812,44.0,6.787598609924316,0.3696131065335269,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00035/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00035/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-742.1319315837084,1.1367618723809507,1.4733300496478785,3.9169304881878637,0.46506749681446596,5.462517488806223,11.745644505845654,1.9971186860491983,True,success
REP_00036,REP_00036,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-52.623521065677,0.000133573614,22.0,3.4284040927886963,0.16155369788640422,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00036/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00036/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-742.1592066401886,1.1276293874776653,1.4075477184818963,3.4590591507855897,0.29593864999734726,2.8627601117568924,9.673491826034057,1.9310593146261086,True,success
REP_00037,REP_00037,GFN2-xTB,6.7.1,0.0,1.0,0.0,,tight,True,-45.956726138565,0.00020972599,30.0,6.180928468704224,0.2828602614727071,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00037/xtb_preopt/xtb_input.xyz,/home/ws/xd2484/xeco/experiment/P3_Z_dft_descriptors/artifacts/calculations/REP_00037/xtb_preopt/xtbopt.xyz,success,GEOMETRY OPTIMIZATION CONVERGED,GFN2-xTB,True,converged,opt_not_converged: STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,False,-717.9701054360387,1.1772715431226095,1.5366277028382271,3.3664526084258943,0.3166456262162469,3.0160335076800333,9.524949211268412,2.2257813065091896,True,success
