compound_id,atom_index,element,x_A,y_A,z_A,d_av_i_A,ECN_i
REP_00002,30,H,2.083249102806944,-2.318340543500723,0.23583030918216227,1.0967308575140535,1.0000001148868614
REP_00002,31,H,3.324471572220391,-1.4381938384681865,1.1905090869826438,1.1001969353533285,1.0000002555346144
REP_00002,32,H,3.4967850534840856,-3.1908706308172836,0.9146808237203162,1.100859844312284,1.0000002824196015
REP_00002,33,H,5.823718679182959,-2.499474806609201,0.10753294350601819,1.1001722291300735,1.0000002767965566
REP_00002,34,H,5.994947326713274,-1.7219708844620825,-1.4994722462088732,1.095357412382967,1.000000129420241
REP_00002,35,H,5.55839138281022,-0.7458137615133953,-0.06482086318013783,1.1015091030277562,1.0000003450075416
REP_00002,36,H,2.2694404439971034,-2.1078874593750334,-2.0386970065265673,1.092641000102832,1.0
REP_00002,37,H,5.042423981341762,-2.0374980337807247,-3.3503331398086305,1.0975653840502733,1.000000099281677
REP_00002,38,H,3.431120829996935,-2.107016704832532,-4.122146886469317,1.0986633717932848,1.0000001107965193
REP_00002,39,H,4.547303908126725,0.08375882786679249,-4.542039389468894,1.0979311509469898,1.0000000583719955
REP_00002,40,H,4.706491539267352,0.3519125483848357,-2.7722154440535856,1.098602025644468,1.0000000625483458
REP_00002,41,H,2.2995902557554984,1.2935783255377031,-5.46959929339641,1.1009435958937146,1.0000003145869678
REP_00002,42,H,2.157346729578039,-0.4807713471754431,-5.359503420820517,1.0994234184728957,1.000000242960041
REP_00002,43,H,0.8608106866370594,0.5653139614541207,-4.695560692929663,1.0958707148222915,1.0000001394717701
REP_00002,44,H,2.85358624362161,0.955103554640204,-1.4789957357677908,1.095944476647168,1.0
REP_00002,45,H,0.1295514670650326,1.340086605791688,-2.9514251462282366,1.1096838770007,1.0000000967489076
REP_00002,46,H,0.8831229479336611,2.6466633684866685,-1.9542634366141034,1.1125168564986097,1.0000001278705566
REP_00002,47,H,0.8403428579810578,-0.23458667062864116,1.439773455117475,1.081780391273437,1.0
REP_00002,48,H,0.6119111462524314,-1.1044027391877327,4.000602340900134,1.0964644166456907,1.0
REP_00002,49,H,-0.7181297082533264,-3.0506776119329087,4.868239597469875,1.0955745544992441,1.0000001118811925
