compound_id,mol_name,canonical_smiles,inchikey,mol_formula,mol_weight,num_heavy_atoms,source_dataset,repellent_active,target_species,assay_type,scaffold_smiles,qc_status,sdf_Acceptor,sdf_Activity,sdf_CAS,sdf_Chemical_Name,sdf_Collection,sdf_Database,sdf_Description,sdf_Donor,sdf_FSP3,sdf_HAC,sdf_IDNUMBER,sdf_MW,sdf_Molecular Formula,sdf_Molecular Target,sdf_Molecule Name,sdf_Molecule Name 2,sdf_PriceCoeff,sdf_PubChem CID,sdf_Reference DOI,sdf_Reference_compound,sdf_RotBonds,sdf_Similarity,sdf_Smiles,sdf_TPSA,sdf_clogP
REP_00054,Compound 54,CCCCOCCOC(=O)C1(O)CCCCC1,MFAHPLOGYBDMIF-UHFFFAOYSA-N,C13H24O4,244.1675,17,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C13H24O4,Aedes aegypti,"1-Hydroxycyclohexanecarboxylic acid, 2-butoxyethyl ester",,,248371,10.3390/toxics11100837,,,,CCCCOCCOC(C1(CCCCC1)O)=O,,
REP_00055,Compound 55,CCCN(CCC)C(=O)CCC(=O)O[C@@H](C)CC,AQDPLOFXDUZUAK-LBPRGKRZSA-N,C14H27NO3,257.1991,18,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C14H27NO3,Aedes aegypti,"N,N-Dipropylsuccinamic acid, sec-butyl ester",,,245414,10.3390/toxics11100837,,,,CCCN(CCC)C(CCC(OC(C)CC)=O)=O,,
REP_00056,Compound 56,CCCN(CCC)C(=O)CCC(=O)OCC,RKOVACICPIRRED-UHFFFAOYSA-N,C12H23NO3,229.1678,16,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C12H23NO3,Aedes aegypti,"N,N-Dipropylsuccinamic acid, ethyl ester",,,82404,10.3390/toxics11100837,,,,CCCN(CCC)C(CCC(OCC)=O)=O,,
REP_00057,Compound 57,CCCOC(=O)CCC(=O)N(CCC)CCC,QYPCSIWAKGGAFC-UHFFFAOYSA-N,C13H25NO3,243.1834,17,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C13H25NO3,Aedes aegypti,"N,N-Di-n-propylsuccinamic acid, n-propyl ester",,,245404,10.3390/toxics11100837,,,,CCCN(CCC)C(CCC(OCCC)=O)=O,,
REP_00058,Compound 58,CCCN(CCC)C(=O)CCCC(=O)OCC,GNLVQVJMCKVPJU-UHFFFAOYSA-N,C13H25NO3,243.1834,17,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C13H25NO3,Aedes aegypti,"N,N-Dipropylglutaramic acid, ethyl ester",,,245403,10.3390/toxics11100837,,,,CCCN(CCC)C(CCCC(OCC)=O)=O,,
REP_00059,Compound 59,CCCOC(=O)CCC(=O)N(C(C)C)C(C)C,GNANEQXTQWNBAZ-UHFFFAOYSA-N,C13H25NO3,243.1834,17,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C13H25NO3,Aedes aegypti,"N,N-Di-iso-propyl succinamic acid, propyl ester",,,249228,10.3390/toxics11100837,,,,CCCOC(CCC(N(C(C)C)C(C)C)=O)=O,,
REP_00060,Compound 60,CCCOC(=O)CCC(=O)N(CC)CC,UZCDZCKZKAMXMC-UHFFFAOYSA-N,C11H21NO3,215.1521,15,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C11H21NO3,Aedes aegypti,"N,N-Diethylsuccinamic acid, n-propyl ester",,,79913,10.3390/toxics11100837,,,,CCCOC(CCC(N(CC)CC)=O)=O,,
REP_00061,Compound 61,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(-c2ccccc2)n1,FQGSPNWOZUYZSH-XDJHFCHBSA-N,C23H30N2O2,366.2307,27,repellent,1.0,Aedes aegypti,repellency,C1CCC(C2CCCC2)CC1,pass,,1.0,,,,Pubchem,,,,,,,C23H30N2O2,Acyrthosiphon pisum,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-phenyl-5-propylpyrazole-3-carboxylate",,,52921550,10.1021/jf104712c,,,,CCCc(cc1C(OC/C=C(\C)/CCC=C(C)C)=O)n[n]1-c1ccccc1,,
REP_00062,Compound 62,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(C(C)(C)C)n1,ZWCGHMUFMOUSSG-GHRIWEEISA-N,C21H34N2O2,346.262,25,repellent,1.0,Aedes aegypti,repellency,C1CCCC1,pass,,1.0,,,,Pubchem,,,,,,,C21H34N2O2,Acyrthosiphon pisum,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-tert-butyl-5-propyl-pyrazole-3-carboxylate",,,52921549,10.1021/jf104712c,,,,CCCc1n[n](C(C)(C)C)c(C(OC/C=C(\C)/CCC=C(C)C)=O)c1,,
REP_00063,Compound 63,CCOC(=O)/C=C\C(=O)N(CC)CC,ZSLXUJMRRXVLBF-FPLPWBNLSA-N,C10H17NO3,199.1208,14,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,No information,,,,,,,C10H17NO3,Aedes aegypti,"N,N-Diethylmaleamic acid, ethyl ester",,,,10.3390/toxics11100837,,,,CCN(CC)C(/C=C\C(OCC)=O)=O,,
REP_00064,Compound 64,CCN(CC)C(=O)CCC(=O)OC(C)C,WLAIEXGYZQAFTH-UHFFFAOYSA-N,C11H21NO3,215.1521,15,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,No information,,,,,,,C11H21NO3,Aedes aegypti,"N,N-Diethylsuccinamic acid, iso-propyl ester",,,,10.3390/toxics11100837,,,,CCN(CC)C(CCC(OC(C)C)=O)=O,,
REP_00065,Compound 65,CCOC(=O)CCC(=O)N(CC)CC,ILXMMLXNGGTPIM-UHFFFAOYSA-N,C10H19NO3,201.1365,14,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C10H19NO3,Aedes aegypti,"N,N-Diethylsuccinamic acid, ethyl ester",,,347845,10.3390/toxics11100837,,,,CCN(CC)C(CCC(OCC)=O)=O,,
REP_00066,Compound 66,CCN(CC)C(=O)CCCC(=O)OC,PRFNMZJBASGWBD-UHFFFAOYSA-N,C10H19NO3,201.1365,14,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C10H19NO3,Aedes aegypti,"N,N-Diethylglutaramic acid, methyl ester",,,12618393,10.3390/toxics11100837,,,,CCN(CC)C(CCCC(OC)=O)=O,,
REP_00067,Compound 67,CCOC(=O)CCCCC(=O)N(CC)CC,CAFJZYMPWONECK-UHFFFAOYSA-N,C12H23NO3,229.1678,16,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C12H23NO3,Aedes aegypti,"N,N-Diethyladipamic acid, ethyl ester",,,245385,10.3390/toxics11100837,,,,CCN(CC)C(CCCCC(OCC)=O)=O,,
REP_00068,Compound 68,CCOC(=O)C(=O)[C@@H]1CCCCC1=O,SIQOFNOENHOIFT-SSDOTTSWSA-N,C10H14O4,198.0892,14,repellent,1.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C10H14O4,Aedes aegypti,"2-Ketocyclohexylglyoxalic acid, ethyl ester",,,219637,10.3390/toxics11100837,,,,CCOC(C(C(CCCC1)C1=O)=O)=O,,
REP_00069,Compound 69,CCOC(=O)C1=CC(=O)CC(C)(C)O1,XNMFBVRJDPJTDH-UHFFFAOYSA-N,C10H14O4,198.0892,14,repellent,1.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C10H14O4,Aedes aegypti,"ethyl 2,2-dimethyl-4-oxo-3H-pyran-6-carboxylate",,,225938,10.1371/annotation/1dc83f26-8045-4b63-8a86-24c7b71a7f79,,,,CCOC(C(OC(C)(C)C1)=CC1=O)=O,,
REP_00070,Compound 70,CCOC(=O)C1=C2CCC(C2)C1C(=O)OCC,RYQMZFLBQFTYQS-UHFFFAOYSA-N,C13H18O4,238.1205,17,repellent,1.0,Aedes aegypti,repellency,C1CC2CCC1C2,pass,,1.0,,,,Pubchem,,,,,,,C13H18O4,Aedes aegypti,"Bicyclo-(2,2,1)heptene-2,3-dicarboxylic acid, diethyl ester",,,19795045,10.3390/toxics11100837,,,,CCOC(C1C(C(OCC)=O)=C2CC1CC2)=O,,
REP_00071,Compound 71,CCOC(=O)CCCC(=O)N(C(C)C)C(C)C,VGAJVYHZZNGSKR-UHFFFAOYSA-N,C13H25NO3,243.1834,17,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C13H25NO3,Aedes aegypti,"N,N-Di-iso-propylglutaramic acid, ethyl ester",,,245405,10.3390/toxics11100837,,,,CCOC(CCCC(N(C(C)C)C(C)C)=O)=O,,
REP_00072,Compound 72,CCOC(=O)c1ccccc1C(=O)OC,HGERXYZHJFOFNE-UHFFFAOYSA-N,C11H12O4,208.0736,15,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H12O4,Aedes aegypti,"Phthalic acid, methyl ethyl ester",,,36656,10.3390/toxics11100837,,,,CCOC(c(cccc1)c1C(OC)=O)=O,,
REP_00073,Compound 73,CCOCCOC(=O)C1(O)CCCCC1,JQKXMVKRNAHXOQ-UHFFFAOYSA-N,C11H20O4,216.1362,15,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H20O4,Aedes aegypti,"1-Hydroxycyclohexanecarboxylic acid, 2-ethoxyethyl ester",,,245457,10.3390/toxics11100837,,,,CCOCCOC(C1(CCCCC1)O)=O,,
REP_00074,Compound 74,COC(=O)C1=C2CC[C@H](C2)[C@@H]1C(=O)OC,BVHFJUMZSONASW-SVRRBLITSA-N,C11H14O4,210.0892,15,repellent,1.0,Aedes aegypti,repellency,C1CC2CCC1C2,pass,,1.0,,,,No information,,,,,,,C11H14O4,Aedes aegypti,"cis-Bicyclo-(2,2,1)heptene-2,3-dicarboxylic acid, dimethyl ester",,,,10.3390/toxics11100837,,,,COC([C@@H]1C(C(OC)=O)=C2C[C@H]1CC2)=O,,
REP_00075,Compound 75,COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H]2C=C[C@H]1C2,VGQLNJWOULYVFV-SPJNRGJMSA-N,C11H14O4,210.0892,15,repellent,1.0,Aedes aegypti,repellency,C1CC2CCC1C2,pass,,1.0,,,,Pubchem,,,,,,,C11H14O4,Anopheles spp.,Dimethyl carbate (DMC),,,10921747,10.1186/s13071-017-2122-8,,,,COC([C@H]([C@@H]1C=C[C@H]2C1)[C@H]2C(OC)=O)=O,,
REP_00076,Compound 76,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,C10H10O4,194.0579,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C10H10O4,Anopheles spp.,Dimethyl phthalate (DBP),,,8554,10.1186/s12936-019-3064-8,,,,COC(c(cccc1)c1C(OC)=O)=O,,
REP_00077,Compound 77,NC(=O)C(=O)O,SOWBFZRMHSNYGE-UHFFFAOYSA-N,C2H3NO3,89.0113,6,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C2H3NO3,Anopheles spp.,Oxamic acid,,,974,10.1186/s13071-017-2122-8,,,,NC(C(O)=O)=O,,
REP_00078,Compound 78,O=C(CCCl)OC[C@H]1CCCO1,GOKMPKJTXRTDFE-SSDOTTSWSA-N,C8H13ClO3,192.0553,12,repellent,1.0,Aedes aegypti,repellency,C1CCCC1,pass,,1.0,,,,PubChem,,,,,,,C8H13O3Cl,Aedes aegypti,"beta-Chloropropionic acid, tetrahydrofurfuryl ester",,,551317,10.3390/toxics11100837,,,,O=C(CCCl)OCC1OCCC1,,
REP_00079,Compound 79,C=C(Cl)COC(=O)Cc1ccccc1,PPWYQXJZXLJCBY-UHFFFAOYSA-N,C11H11ClO2,210.0448,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H11O2Cl,Aedes aegypti,"Phenylacetic acid, beta-chloroallyl ester",,,139889166,10.3390/toxics11100837,,,,C=C(COC(Cc1ccccc1)=O)Cl,,
REP_00080,Compound 80,C=CCS[S@](=O)CC=C,JDLKFOPOAOFWQN-VIFPVBQESA-N,C6H10OS2,162.0173,9,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C6H10OS2,Musca domestica L.,Allicin,,,65036,"10.1080/09670874.2015.1120363
10.1584/jpestics.25.247",,,,C=CCSS(CC=C)=O,,
REP_00081,Compound 81,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,C19H26O3,302.1882,22,repellent,1.0,Aedes aegypti,repellency,CC1CCC(CC(C)C2CC2)C1,pass,,1.0,,,,Pubchem,,,,,,,C19H26O3,"Aedes atlanticus Dyar e Knab, Psorophora ferox Humboldt, Psorophora columbiae Dyar e Knab e Aedes taeniorhynchus Wiedemann","Allethrin
Pynamin
Esbiothrin",,,11442,10.1093/jme/tjv065,,,,CC(C)(C1C=C(C)C)C1C(OC(C1)C(C)=C(CC=C)C1=O)=O,,
REP_00082,Compound 82,CC1(C)OC(=O)[C@@H](c2ccccc2)O1,JKKLKPFEVGIRGI-SECBINFHSA-N,C11H12O3,192.0786,14,repellent,1.0,Aedes aegypti,repellency,CC1CCCC1C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H12O3,Aedes aegypti,"2,2-Dimethyl-5-phenyl-1,3-dioxolan-4-one",,,236010,10.3390/toxics11100837,,,,CC(C)(OC1c2ccccc2)OC1=O,,
REP_00083,Compound 83,CC(C)=CCC/C(C)=C/COC(=O)c1ccc(Br)cc1,DZZYLTXXLXPPPS-SDNWHVSQSA-N,C17H21BrO2,336.0725,20,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C17H21O2Br,Acyrthosiphon pisum,"[(2E)-3,7-dimethylocta-2,6-dienyl] 4-bromobenzoate",,,52920580,10.1021/jf104712c,,,,CC(C)=CCC/C(\C)=C/COC(c(cc1)ccc1Br)=O,,
REP_00084,Compound 84,CC(C)CCOC(=O)CC1(O)CCCCC1,YPZJKRRAQSWQCI-UHFFFAOYSA-N,C13H24O3,228.1725,16,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C13H24O3,Aedes aegypti,"1-Hydroxycyclohexaneacetic acid, iso-amyl ester",,,81376,10.3390/toxics11100837,,,,CC(C)CCOC(CC1(CCCCC1)O)=O,,
REP_00085,Compound 85,CC(C)CCOC[C@@H](O)CO,AIOHBDYXYKMBIF-QMMMGPOBSA-N,C8H18O3,162.1256,11,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C8H18O3,Aedes aegypti,Glycerol mono-iso-amyl ether,,,95650,10.3390/toxics11100837,,,,CC(C)CCOCC(CO)O,,
REP_00086,Compound 86,CC(C)CN1C(=O)C2CCC(C)CC2C1=O,ZSUUODZXXGQGIR-UHFFFAOYSA-N,C13H21NO2,223.1572,16,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,Pubchem,,,,,,,C13H21NO2,Aedes aegypti,N-iso-Butyl-4-methylhexahydrophthalimide,,,18740204,10.3390/toxics11100837,,,,CC(C)CN(C(C1C2CC(C)CC1)=O)C2=O,,
REP_00087,Compound 87,CC(C)CN1C(=O)C2CC=CCC2C1=O,RJVDGBPUJARLGF-UHFFFAOYSA-N,C12H17NO2,207.1259,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,PubChem,,,,,,,C12H17NO2,Aedes aegypti,"N-iso-Butyl-1,2,3,6-tetrahydrophthalimide",,,5003903,10.3390/toxics11100837,,,,CC(C)CN(C(C1C2CC=CC1)=O)C2=O,,
REP_00088,Compound 88,CC(C)CN1C(=O)C2CCCCC2C1=O,WWEQGOIIPUEQRK-UHFFFAOYSA-N,C12H19NO2,209.1416,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,PubChem,,,,,,,C12H19NO2,Aedes aegypti,N-iso-Butylhexahydrophthalimide,,,17296588,10.3390/toxics11100837,,,,CC(C)CN(C(C1C2CCCC1)=O)C2=O,,
REP_00089,Compound 89,CC(C)CNC(=O)COCCc1ccccc1,KYLPBBOZHBPPBO-UHFFFAOYSA-N,C14H21NO2,235.1572,17,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C14H21NO2,Aedes aegypti,N-iso-Butylphenethoxyacetamide,,,154133407,10.3390/toxics11100837,,,,CC(C)CNC(COCCc1ccccc1)=O,,
REP_00090,Compound 90,CC(C)COC(=O)[C@H](O)c1ccccc1,UXPTXOYCOCXVQX-LLVKDONJSA-N,C12H16O3,208.1099,15,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C12H16O3,Aedes aegypti,"Mandelic acid, iso-butyl ester",,,224763,10.3390/toxics11100837,,,,CC(C)COC(C(c1ccccc1)O)=O,,
REP_00091,Compound 91,CC(C)N(C(=O)CC1(O)CCCCC1)C(C)C,JOBNOVQOWAIWBO-UHFFFAOYSA-N,C14H27NO2,241.2042,17,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,Pubchem,,,,,,,C14H27NO2,Aedes aegypti,"N,N-Di-iso-propyl-1-hydroxy-cyclohexaneacetamide",,,245412,10.3390/toxics11100837,,,,CC(C)N(C(C)C)C(CC1(CCCCC1)O)=O,,
REP_00092,Compound 92,CC(=O)CCC(=O)N(C(C)C)C(C)C,BEFKMDJGUWGWFH-UHFFFAOYSA-N,C11H21NO2,199.1572,14,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C11H21NO2,Aedes aegypti,"N,N-Di-iso-propyllevulinamide",,,245460,10.3390/toxics11100837,,,,CC(C)N(C(C)C)C(CCC(C)=O)=O,,
REP_00093,Compound 93,CC1CCC2C(=O)N(C(C)C)C(=O)C2C1,UTUOIGUPGKSTLV-UHFFFAOYSA-N,C12H19NO2,209.1416,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,PubChem,,,,,,,C12H19NO2,Aedes aegypti,N-iso-Propyl-4-methylhexahydrophthalimide,,,11820405,10.3390/toxics11100837,,,,CC(C)N(C(C1C2CC(C)CC1)=O)C2=O,,
REP_00094,Compound 94,CC(C)OC(=O)[C@H](O)c1ccccc1,SCJJMBMUZTUIJU-SNVBAGLBSA-N,C11H14O3,194.0943,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H14O3,Aedes aegypti,"Mandelic acid, iso-propyl ester",,,20071,10.3390/toxics11100837,,,,CC(C)OC(C(c1ccccc1)O)=O,,
REP_00095,Compound 95,CC(C)OC(=O)C[C@](C)(O)c1ccccc1,PFZJVJFFPRNQJD-ZDUSSCGKSA-N,C13H18O3,222.1256,16,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C13H18O3,Aedes aegypti,"beta-Phenyl-beta-hydroxybutyric acid, iso-propyl ester",,,24976045,10.3390/toxics11100837,,,,CC(C)OC(CC(C)(c1ccccc1)O)=O,,
REP_00096,Compound 96,COc1ccc(C(=O)OC(C)C)cc1,UVCWQNZMIZWZOH-UHFFFAOYSA-N,C11H14O3,194.0943,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H14O3,Aedes aegypti,"Anisic acid, iso-propyl ester",,,243786,10.3390/toxics11100837,,,,CC(C)OC(c(cc1)ccc1OC)=O,,
REP_00097,Compound 97,CC(C)OC(=O)c1ccccc1N,XKOZHFJYXAQZJX-UHFFFAOYSA-N,C10H13NO2,179.0946,13,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C10H13NO2,Aedes aegypti,"Anthranilic acid, iso-propyl ester",,,87499,10.3390/toxics11100837,,,,CC(C)OC(c(cccc1)c1N)=O,,
REP_00098,Compound 98,CC1CCC(OC(=O)CC#N)CC1,CMCOEZDHRFGTBM-UHFFFAOYSA-N,C10H15NO2,181.1103,13,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C10H15NO2,Aedes aegypti,"Cyanoacetic acid, 4-methyl-cyclohexyl ester",,,347844,10.3390/toxics11100837,,,,CC(CC1)CCC1OC(CC#N)=O,,
REP_00099,Compound 99,CC1CCCC(OC(=O)CC#N)C1,CTDKLJRGUUEWKD-UHFFFAOYSA-N,C10H15NO2,181.1103,13,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C10H15NO2,Aedes aegypti,"Cyanoacetic acid, 3-methyl-cyclohexyl ester",,,144135633,10.3390/toxics11100837,,,,CC(CCC1)CC1OC(CC#N)=O,,
REP_00100,Compound 100,COC(C[C@@H](C)CCCC(C)(C)O)OC,QCJVKUULZGKQDG-JTQLQIEISA-N,C12H26O3,218.1882,15,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,PubChem,,,,,,,C12H26O3,Aedes aegypti,Hydroxycitronellal dimethyl acetal,,,8863,10.3390/toxics11100837,,,,CC(CCCC(C)(C)O)CC(OC)OC,,
REP_00101,Compound 101,CC(O)(CO)CO,OOJRTGIXWIUBGG-UHFFFAOYSA-N,C4H10O3,106.063,7,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C4H10O3,Aedes albopictus,"2-methylpropane-1,2,3-triol",,,345901,10.1021/acs.jafc.2c05537,,,,CC(CO)(CO)O,,
REP_00102,Compound 102,C=C(C)COC(=O)C(=C)c1ccco1,UELUMXNZYCCCRU-UHFFFAOYSA-N,C11H12O3,192.0786,14,repellent,1.0,Aedes aegypti,repellency,C1CCCC1,pass,,1.0,,,,No information,,,,,,,C11H12O3,Aedes aegypti,"Furylacrylic acid, methallyl ester",,,,10.3390/toxics11100837,,,,CC(COC(C(c1ccc[o]1)=C)=O)=C,,
REP_00103,Compound 103,CC(O)COCC1CCC(C)OC1C,XTZDVQZKEWKTIE-UHFFFAOYSA-N,C11H22O3,202.1569,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,No information,,,,,,,C11H22O3,Aedes aegypti,"2,6-Dimethyl-3(2-hydroxypropoxymethyl) tetrahydropyran",,,,10.3390/toxics11100837,,,,CC(COCC1C(C)OC(C)CC1)O,,
REP_00104,Compound 104,COC(=O)c1ccccc1C(C)=O,UFOAYTOVTNNRKJ-UHFFFAOYSA-N,C10H10O3,178.063,13,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,No information,,,,,,,C10H10O3,Aedes aegypti,"o-Acetylbenzoic acid, methyl ester",,,,10.3390/toxics11100837,,,,CC(c(cccc1)c1C(OC)=O)=O,,
REP_00105,Compound 105,CC1CCC(COCCO)C(C)O1,HMJJVBGLJVZMOJ-UHFFFAOYSA-N,C10H20O3,188.1412,13,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,No information,,,,,,,C10H20O3,Aedes aegypti,"2,6-Dimethyl-3-(2-hydroxyethoxymethyl)tetrahydropyran",,,,10.3390/toxics11100837,,,,CC1OC(C)C(COCCO)CC1,,
REP_00106,Compound 106,CCC(C)N1C(=O)C2CC=CCC2C1=O,FUGBPDZJGPFECL-UHFFFAOYSA-N,C12H17NO2,207.1259,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,No information,,,,,,,C12H17NO2,Aedes aegypti,"N-sec-Butyl-1,2,3,6-tetrahydrophthalimide",,,,10.3390/toxics11100837,,,,CCC(C)N(C(C1C2CC=CC1)=O)C2=O,,
REP_00107,Compound 107,CCC(C)N1C(=O)C2CCCCC2C1=O,KOPLMJOXOLPUJL-UHFFFAOYSA-N,C12H19NO2,209.1416,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,PubChem,,,,,,,C12H19NO2,Aedes aegypti,N-sec-Butylhexahydrophthalimide,,,12400405,10.3390/toxics11100837,,,,CCC(C)N(C(C1C2CCCC1)=O)C2=O,,
REP_00108,Compound 108,CC[C@H](C)N1C(=O)c2ccccc2C1=O,ZTXOTHWCDVUQRM-QMMMGPOBSA-N,C12H13NO2,203.0946,15,repellent,1.0,Aedes aegypti,repellency,CC1CC(C)C2CCCCC12,pass,,1.0,,,,PubChem,,,,,,,C12H13NO2,Aedes aegypti,N-sec-Butylphthalimide,,,95380,10.3390/toxics11100837,,,,CCC(C)N(C(c1c2cccc1)=O)C2=O,,
REP_00109,Compound 109,CC[C@H](C)OC(=O)C=Cc1ccco1,MOOSUKHAVBILRH-VIFPVBQESA-N,C11H14O3,194.0943,14,repellent,1.0,Aedes aegypti,repellency,C1CCCC1,pass,,1.0,,,,No information,,,,,,,C11H14O3,Aedes aegypti,"Furfurylideneacetic acid, sec-butyl ester",,,,10.3390/toxics11100837,,,,CCC(C)OC(C=Cc1ccc[o]1)=O,,
REP_00110,Compound 110,CCOC(=O)C1C(C)=CC(=O)CC1CC,RWKYZCXJMNVELJ-UHFFFAOYSA-N,C12H18O3,210.1256,15,repellent,1.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C12H18O3,Aedes aegypti,"6-ethyl-2-methyl-4-oxo-2-cyclohexene-1-carboxylic acid, ethyl ester",,,221293,10.3390/toxics11100837,,,,CCC(C1)C(C(OCC)=O)C(C)=CC1=O,,
REP_00111,Compound 111,CCC(CO)(CO)CO,ZJCCRDAZUWHFQH-UHFFFAOYSA-N,C6H14O3,134.0943,9,repellent,1.0,Aedes aegypti,repellency,,pass,,1.0,,,,Pubchem,,,,,,,C6H14O3,Aedes albopictus,"2-ethyl-2-(hydroxymethyl)propane-1,3-diol",,,6510,10.1021/acs.jafc.2c05537,,,,CCC(CO)(CO)CO,,
REP_00112,Compound 112,CCC(=O)OC[C@H](O)c1ccccc1,FFYYFERLDCVSLB-JTQLQIEISA-N,C11H14O3,194.0943,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H14O3,Aedes aegypti,"propionic acid, 2-phenyl-2-hydroxyethyl ester",,,14193827,10.3390/toxics11100837,,,,CCC(OCC(c1ccccc1)O)=O,,
REP_00113,Compound 113,CCC(=O)OCc1ccc(OC)cc1,YWIJRJQYADFRTL-UHFFFAOYSA-N,C11H14O3,194.0943,14,repellent,1.0,Aedes aegypti,repellency,C1CCCCC1,pass,,1.0,,,,PubChem,,,,,,,C11H14O3,Aedes aegypti,"Propionic acid, p-methoxybenzyl ester",,,61417,10.3390/toxics11100837,,,,CCC(OCc(cc1)ccc1OC)=O,,
