compound_id,canonical_smiles,source_dataset,repellent_active,scaffold_smiles,method,convergence,charge,multiplicity,mmff_energy,homo_ev,lumo_ev,homo_lumo_gap_ev,total_energy_eh,dipole_debye,partial_charge_mean,partial_charge_std,partial_charge_max,partial_charge_min,dft_subset
REP_00043,C=C(CC1CC/C(=N/OC(=O)CC)C1CCCCC)OC/C=C(\C)CCC=C(C)C,repellent,1.0,CC1CCCC1,GFN2-xTB,converged,0.0,1.0,79.72481582566263,-10.152454865450412,-6.872095984275495,3.2803588811749176,-92.65698269098816,2.4063614836226295,4.594878511162677e-16,0.09284328080558335,0.3527225978595149,-0.37569203188694605,True
REP_00044,C=CCC(=O)O/N=C1/CCC(CC(=C)OC/C=C(\C)CCC=C(C)C)C1CCCCC,repellent,1.0,CC1CCCC1,GFN2-xTB,converged,0.0,1.0,109.5490025293208,-10.074248552605301,-6.927902739868543,3.146345812736758,-94.76425864263155,2.4010178581258077,1.641892327802913e-16,0.09296239788584038,0.3551041094408721,-0.3646321430462944,False
REP_00045,C=CCCC(=O)O/N=C1/CCC(CC(=C)OC/C=C(\C)CCC=C(C)C)C1CCCCC,repellent,1.0,CC1CCCC1,GFN2-xTB,converged,0.0,1.0,85.99265588352223,-10.154022254175617,-6.962642339855766,3.1913799143198505,-97.92803683029902,2.405250738666877,-2.8751351948592224e-16,0.09090017043797534,0.35282196391510284,-0.3718402699926963,False
REP_00046,C=C(CC1CC/C(=N/OC(=O)CCCCC)C1CCCCC)OC/C=C(\C)CCC=C(C)C,repellent,1.0,CC1CCCC1,GFN2-xTB,converged,0.0,1.0,80.16251616562866,-10.123159275440353,-6.876886290240481,3.2462729851998713,-102.15015298855378,2.2544251540508715,9.223651652754731e-18,0.08910393553187226,0.3512100564554859,-0.37024087709869663,False
REP_00047,C=C(CC1CC/C(=N/OC(=O)c2ccccc2)C1CCCCC)OC/C=C(\C)CCC=C(C)C,repellent,1.0,CC(CCC1CCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,120.62073108783058,-10.158074529132861,-7.4681470523064375,2.6899274768264236,-101.20793057085837,2.5734103687552614,-5.605184426273112e-17,0.08976323571963352,0.3496193230150116,-0.3802849073285892,False
REP_00051,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,4.0349662309230325,-8.479680418634088,-6.411524824582485,2.0681555940516025,-51.14522125443265,2.206478190162719,2.204119240064649e-16,0.1478018030531533,0.3415881305735737,-0.39058640793740546,False
REP_00053,CCCCOCCOC(=O)C1(O)CCCC1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,50.784093778064204,-11.043765229399087,-6.957484853377447,4.08628037602164,-53.20357625773958,0.9852276734513031,1.542990881263581e-16,0.14922021554915185,0.3329837757401228,-0.44133819711679234,False
REP_00054,CCCCOCCOC(=O)C1(O)CCCCC1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,47.90690263508947,-10.998462720456702,-6.934782668870687,4.063680051586015,-56.37248984715527,1.5814338489591069,1.9039647907062516e-16,0.14329908976308334,0.3317956240910307,-0.44068198442312057,False
REP_00057,CCCOC(=O)CCC(=O)N(CCC)CCC,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,-41.829229366483915,-10.307022577564021,-6.204368395662209,4.102654181901812,-55.75556807722197,1.1084207468987641,-3.443839129213004e-16,0.13518818609121994,0.35897508927360455,-0.44217436432005397,False
REP_00061,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(-c2ccccc2)n1,repellent,1.0,C1CCC(C2CCCC2)CC1,GFN2-xTB,converged,0.0,1.0,34.73459091536044,-10.210760456868579,-7.573418971122086,2.637341485746493,-78.49923554525938,1.2019356086605306,-3.408579461568463e-17,0.10042464437339975,0.35055503697679086,-0.41963813149733104,True
REP_00062,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(C(C)(C)C)n1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,19.3243652106265,-10.129414987978093,-7.323318889315051,2.8060960986630414,-76.28476634643965,0.6678355570838767,-1.7770624896277663e-16,0.10264846683713781,0.3479046422084875,-0.434428310654808,False
REP_00068,CCOC(=O)C(=O)[C@@H]1CCCCC1=O,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,11.10629991678891,-8.407503456855386,-7.4472581411782075,0.9602453156771782,-44.81234736969134,0.9982175189347351,-7.979727989493313e-17,0.16337186040894058,0.34251864529248577,-0.3930064064990213,False
REP_00069,CCOC(=O)C1=CC(=O)CC(C)(C)O1,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,5.027422181865912,-8.493142478084074,-6.422757456539131,2.0703850215449435,-44.81690468124565,2.063184934846259,-5.516420653606247e-16,0.16208005077248516,0.34387339757192753,-0.39017745022069994,False
REP_00075,COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H]2C=C[C@H]1C2,repellent,1.0,C1CC2CCC1C2,GFN2-xTB,converged,0.0,1.0,6.081496119697038,-10.675258482198524,-6.75239522255864,3.9228632596398842,-46.95722659962333,1.4754255933827838,2.0433846185988872e-16,0.16230847118179953,0.3589532567866656,-0.3975649575411174,False
REP_00078,O=C(CCCl)OC[C@H]1CCCO1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,-1.498920699159405,-10.875500268926015,-6.826791691536237,4.048708577389777,-40.52549358570884,1.5604188974058801,2.248201624865942e-16,0.15463274956513468,0.35157402435052887,-0.4089083840320377,False
REP_00079,C=C(Cl)COC(=O)Cc1ccccc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,30.55467050238776,-10.880007673374877,-6.84773156728935,4.032276106085527,-41.81407883509417,0.7789376753826295,-2.2870594307278225e-16,0.13439495257156464,0.35634480825574133,-0.40342662778615407,False
REP_00081,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,repellent,1.0,CC1CCC(CC(C)C2CC2)C1,GFN2-xTB,converged,0.0,1.0,11.21073251031776,-10.357584779432358,-7.670556807218736,2.687027972213622,-66.08653857946858,1.9002340373631132,4.7415775010032725e-17,0.12293578450123752,0.35451892795168766,-0.4125731162640172,False
REP_00082,CC1(C)OC(=O)[C@@H](c2ccccc2)O1,repellent,1.0,CC1CCCC1C1CCCCC1,GFN2-xTB,converged,0.0,1.0,45.88379649395315,-11.071479493971594,-7.034105991324535,4.03737350264706,-41.88523587019549,1.3644470626452356,3.712308238590367e-16,0.15158176619841612,0.34806954127550543,-0.37328039121668294,False
REP_00086,CC(C)CN1C(=O)C2CCC(C)CC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-33.29651204831072,-11.040096404630892,-7.233178946743679,3.806917457887214,-49.68636243992771,0.5645015060890142,-3.872652949072548e-16,0.12295798641642486,0.2736051487159505,-0.3961780531148364,True
REP_00087,CC(C)CN1C(=O)C2CC=CCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-39.55839150266077,-10.802911136942008,-7.283975614940947,3.518935522001061,-45.461979834134816,0.42893979464801046,4.49293380277993e-16,0.13067240891746096,0.2743101366703596,-0.3965290319087417,False
REP_00088,CC(C)CN1C(=O)C2CCCCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-37.55529781457277,-11.043710958377357,-7.24164366928942,3.802067289087937,-46.519270074456124,0.5391357355643994,-5.163353404966261e-17,0.1268767222833815,0.27437930798657817,-0.3962861815143061,False
REP_00090,CC(C)COC(=O)[C@H](O)c1ccccc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,64.27055846364962,-10.834818412975059,-6.958243741273781,3.8765746717012775,-46.05077565604488,1.362019838779472,3.964122936716033e-16,0.15084702535643138,0.33630556801834294,-0.43779855784797667,True
REP_00092,CC(=O)CCC(=O)N(C(C)C)C(C)C,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,-14.177919202311902,-10.364254413018353,-6.683264067671134,3.680990345347219,-45.339514345622526,1.425671038613481,-8.643879263153004e-16,0.1338172283509213,0.2640364089316614,-0.4446833916628073,True
REP_00093,CC1CCC2C(=O)N(C(C)C)C(=O)C2C1,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-32.05084123101741,-11.003837897508228,-7.216557120797142,3.7872807767110865,-46.52114392099499,0.5288407184884519,5.1592717026698455e-16,0.12940651932781827,0.2791520149121257,-0.39846072978040087,False
REP_00099,CC1CCCC(OC(=O)CC#N)C1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,-8.26584059085221,-11.544522834574442,-7.0047742736366665,4.539748560937776,-40.115356521054395,2.332485089220971,-1.1052666718366514e-16,0.13494138508952888,0.36226616176386,-0.3912361937661731,False
REP_00102,C=C(C)COC(=O)C(=C)c1ccco1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,19.892131282458447,-10.386076532390348,-7.744010487035175,2.6420660453551728,-41.81317006374864,0.7735986525313261,4.013883242875566e-16,0.13655522477354332,0.34824040635671605,-0.4071005596509237,False
REP_00106,CCC(C)N1C(=O)C2CC=CCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-38.940028585567,-10.777987397261414,-7.261352436526887,3.5166349607345273,-45.46236623135387,0.38626580894689294,3.907464629637758e-16,0.1320776053487326,0.2755277834707805,-0.3977753796519613,False
REP_00107,CCC(C)N1C(=O)C2CCCCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-36.86939937193355,-10.997052574340717,-7.221684213778204,3.7753683605625135,-46.51967477467097,0.5123238947913137,3.5469992955855185e-16,0.12824650885651462,0.2778651525470669,-0.3985362048777133,False
REP_00108,CC[C@H](C)N1C(=O)c2ccccc2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-3.0376483880973755,-11.16157135352784,-8.501023274829672,2.6605480786981683,-43.41471235450488,0.6423211490398009,-8.767788082865634e-16,0.1370054441457526,0.27993555670509623,-0.38589038512620716,False
REP_00109,CC[C@H](C)OC(=O)C=Cc1ccco1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,-14.75545280202061,-10.606578688411426,-7.840523061164548,2.766055627246878,-42.87989514285605,0.9226512829106178,-5.870799877984366e-16,0.1362178138458062,0.34954383269953604,-0.4248921664481155,False
REP_00110,CCOC(=O)C1C(C)=CC(=O)CC1CC,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,23.91068914332309,-10.443280622391187,-7.52775415182711,2.9155264705640773,-47.08151147692862,2.474660162806232,-9.441101099558622e-17,0.14255441735804636,0.35162627222680565,-0.4018472010680512,False
REP_00115,CCCC(=O)O[C@H]1CCCCC1=O,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,0.7161420459834318,-10.874448064109309,-7.284787992383486,3.589660071725823,-41.79456137839287,1.6133280383705353,-2.2060897170353325e-16,0.14789522040516143,0.3592007157705748,-0.40630364722454365,False
REP_00117,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,repellent,1.0,CC1CC(C)C2C3CCC(C3)C12,GFN2-xTB,converged,0.0,1.0,-11.287214046522088,-10.99988186471914,-7.3883957785992465,3.6114860861198927,-60.25840564610941,0.4348552365011647,6.615078855058224e-16,0.1115796394252997,0.27573980519725244,-0.39494179691382797,False
REP_00121,CCCCCCCC(=O)OC(=O)CCCCCCC,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,-21.60357218249845,-11.166399911640186,-7.647435219234906,3.5189646924052793,-61.79482263526619,1.8769590913884284,4.0783702945413916e-17,0.11863296369641915,0.36230541383884524,-0.3494279524303487,True
REP_00122,CCCCCCCCN1C(=O)CCC1=O,repellent,1.0,CC1CCC(C)C1,GFN2-xTB,converged,0.0,1.0,-52.12494674569264,-11.245352759196466,-7.329392178624465,3.9159605805720012,-47.52143696355401,0.5094856845374669,1.7925475918427006e-16,0.12654348665725532,0.2767194939328866,-0.3988361814397417,False
REP_00125,CCCCCN1C(=O)CCC1=O,repellent,1.0,CC1CCC(C)C1,GFN2-xTB,converged,0.0,1.0,-52.26562255668978,-11.244554342195295,-7.327966838008656,3.916587504186639,-38.02909452274262,0.5020921091946366,-1.0279842820603301e-16,0.1442223621379976,0.2766852833872745,-0.3985129764375883,False
REP_00126,CCCCN1C(=O)C2CC=CCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-44.25567593158352,-10.80517639315819,-7.298144258705272,3.507032134452918,-45.459798127189316,0.46930018001881696,-5.785302792382652e-16,0.12990961032179751,0.27410367626172233,-0.3961597272881514,True
REP_00127,CCCCN1C(=O)C2CCCCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-41.75566960049179,-11.06135844431954,-7.260297704311611,3.8010607400079284,-46.51665832780856,0.518558466318758,1.512270700822134e-16,0.1262204450487555,0.2740776640485272,-0.3952105774022723,False
REP_00133,CCCN1C(=O)C2CC=CCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-43.75474784076684,-10.801608893236068,-7.2974268415225225,3.5041820517135456,-42.29440131049882,0.45720965290926174,2.007493788061436e-16,0.13573164807308363,0.2743188659127808,-0.39606390105440387,False
REP_00134,CCCN1C(=O)C2CCCCC2C1=O,repellent,1.0,CC1CC(C)C2CCCCC12,GFN2-xTB,converged,0.0,1.0,-41.65086892304039,-11.059450190923666,-7.254791940746007,3.804658250177659,-43.35211957185709,0.5420353713543228,2.771080855818435e-16,0.13152730865079978,0.2746334536576816,-0.3955051817407096,True
REP_00138,CCCOCc1ccc2c(c1)OCO2,repellent,1.0,C1CCC2CCCC2C1,GFN2-xTB,converged,0.0,1.0,25.17090881438053,-10.196917341850233,-6.270820551330212,3.9260967905200204,-42.88466205048132,0.47642724460901476,3.7940880596007025e-16,0.12042014942299127,0.21258450538486034,-0.32243175604508295,False
REP_00139,CCCS(=O)(=O)CCC,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,-2.576893689387463,-11.112347542566136,-3.4529942793717083,7.659353263194427,-31.349545184635502,1.9530387334490313,-8.058167659711395e-16,0.2658333880363382,0.9568036395266286,-0.5512834214429974,False
REP_00151,CCOc1ccccc1C(=O)OC,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,41.135586007302585,-10.56211152533787,-7.061662591009397,3.5004489343284737,-39.72539757239682,1.4891897576176383,-4.246603069191224e-17,0.1436424889936869,0.358301173645447,-0.41042004189415304,False
REP_00154,N#CCC(=O)OC1CCCCC1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,-12.472784021717434,-11.602223401302664,-7.014754232424412,4.587469168878252,-36.9485119058049,2.3301204934689226,-8.659739592076221e-16,0.14113215572375884,0.36220455433155085,-0.3911181412781312,False
REP_00155,O=C1CCC[C@H]1C(=O)OC1CCCC1,repellent,1.0,CC1CCCC1C(C)CC1CCCC1,GFN2-xTB,converged,0.0,1.0,-10.771233228246643,-10.931808120663838,-7.162591208496316,3.769216912167522,-43.94359692571443,1.6939635374321438,3.751628637379175e-16,0.1462734936122517,0.3628196947029893,-0.40272188059000064,False
REP_00156,O=c1ccc2cc3ccoc3cc2o1,repellent,1.0,CC1CCC2CC3CCCC3CC2C1,GFN2-xTB,converged,0.0,1.0,28.12159224598735,-10.97030333306333,-8.16641280518009,2.8038905278832384,-38.81273711138178,2.5538345286100683,-2.3731017151362723e-16,0.1488842061068729,0.34529511720564426,-0.3854067418066865,False
REP_00157,O=C(Cn1cccc1)OC1CCCC1,repellent,1.0,CC(CC1CCCC1)CC1CCCC1,GFN2-xTB,converged,0.0,1.0,18.267545713986717,-9.82634902633145,-6.831517753234203,2.9948312730972466,-42.27840120664459,1.7156566154142066,3.7230754877516025e-16,0.1200012782376286,0.3487893384534784,-0.3871969619271861,False
REP_00158,O[C@@H](Cc1ccc(Cl)cc1)c1ccco1,repellent,1.0,C1CCC(CCC2CCCC2)CC1,GFN2-xTB,converged,0.0,1.0,37.23869689967662,-10.652135705112332,-6.6099447506918745,4.042190954420458,-43.96911896791455,0.7777489651719931,5.350954722051536e-16,0.13008005908009385,0.3034260459221781,-0.4453030513002066,False
REP_00159,O=C(CC1(O)CCCCC1)OC1CCCC1,repellent,1.0,CC(CC1CCCCC1)CC1CCCC1,GFN2-xTB,converged,0.0,1.0,5.556159701184974,-10.74848157165773,-6.6359214880162,4.112560083641531,-51.313747085479314,1.3893661246365825,-1.406039027896991e-16,0.1443570607569926,0.3550282630797748,-0.45595914175459823,False
REP_00160,O=C(CC1(O)CCCC1)OC1CCCCC1,repellent,1.0,CC(CC1CCCCC1)CC1CCCC1,GFN2-xTB,converged,0.0,1.0,4.5938734426569745,-10.836850221883804,-6.633683468679258,4.203166753204546,-51.315552624891666,1.4495443672212613,-4.040992686670183e-16,0.14477281844744339,0.35556082902146385,-0.45260995784702374,False
REP_00161,O=C(OC1CCCC1)C1(O)CCCC1,repellent,1.0,CC(CC1CCCC1)C1CCCC1,GFN2-xTB,converged,0.0,1.0,42.887237508251026,-11.008288286186767,-6.745896877688051,4.262391408498716,-44.975883831852556,1.3881095509815247,-5.967448757360216e-16,0.15074796708542976,0.33320945980911676,-0.4427381658190135,False
REP_00162,O=C(OC1CCCCC1)C1(O)CCCC1,repellent,1.0,CC(CC1CCCCC1)C1CCCC1,GFN2-xTB,converged,0.0,1.0,38.24100274949059,-10.992909246165958,-6.7441245382433905,4.248784707922567,-48.1489532420938,1.410927327330026,2.4742113120217775e-16,0.14523934924693085,0.3343114311492818,-0.44250310036438995,True
REP_00163,O=C(OC1CCCC1)C1(O)CCCCC1,repellent,1.0,CC(CC1CCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,39.796107625359234,-10.91018515230566,-6.714137978389586,4.196047173916074,-48.14478515716333,1.439784086120472,3.943274278534708e-16,0.1459935801908936,0.335743920439717,-0.4561953674346646,True
REP_00164,O=C(OC1CCCCC1)C1(O)CCCCC1,repellent,1.0,CC(CC1CCCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,35.00175874826552,-10.888053677953376,-6.752085491362073,4.135968186591303,-51.31885079237593,1.3719895620567752,2.1948817032885496e-16,0.13934366413647095,0.3322138004507167,-0.44286467902218635,True
REP_00165,OCC(O)CO,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,34.31941212648264,-11.201246820506364,-0.17984198112061947,11.021404839385745,-22.675720724734102,0.9697011145667298,-3.925431408496089e-16,0.2559974757812281,0.3106693867873925,-0.45456233565536236,False
REP_00168,C/C=C/C(=O)N(C)c1ccccc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,24.28849569509207,-10.22893547616516,-7.046532293149317,3.1824031830158432,-37.146774076735376,1.293847945038267,2.6821493743949094e-16,0.11213490004218132,0.2635796725954547,-0.43312250590964074,False
REP_00169,C=CCC1CCCC/C1=N\O,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,32.15973197612518,-10.435088857636295,-6.330631742223352,4.104457115412943,-33.83841309527453,0.38606493334096254,-2.177745163687807e-16,0.10740261025573969,0.3058751064855842,-0.35856966697911646,False
REP_00172,C=CCc1ccc2c(c1)OCO2,repellent,1.0,C1CCC2CCCC2C1,GFN2-xTB,converged,0.0,1.0,31.644344737184024,-10.105853154003695,-6.203732304625298,3.902120849378397,-34.60683917684168,0.1416700772703416,1.1165311099923449e-16,0.11358117859565324,0.2137370389518043,-0.2854474433445306,False
REP_00173,CC1(C)C2CC(O)C(C)(O)C1C2,repellent,1.0,C1CC2CC(C1)C2,GFN2-xTB,converged,0.0,1.0,60.887758380212446,-10.396109839254052,-0.7929385555129964,9.603171283741055,-38.71695188237092,1.286307688376101,-5.768533798781543e-16,0.15199435657518637,0.3135238229401888,-0.45590215673493284,True
REP_00179,CC(C)CC(O)C(CO)C(C)C,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,20.480387925391724,-10.463833186995904,-0.05599590893267324,10.407837278063232,-40.76867377516006,1.5992047582301727,2.0081975298366802e-16,0.14364506953766873,0.3192895742975535,-0.464556871064253,False
REP_00181,CC(C)CCC(O)CC(C)O,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,8.809225569938704,-10.50858241322229,0.07179775006268975,10.58038016328498,-37.61088024579634,1.5449588230355242,5.19297866356928e-17,0.15129089648460617,0.3158014958965342,-0.4677821660865702,False
REP_00189,CC1CCC(=NO)CC1,repellent,1.0,CC1CCCCC1,GFN2-xTB,converged,0.0,1.0,23.685274079255105,-10.412912644670667,-6.217605671759648,4.19530697291102,-28.5721561867237,0.4366892515958583,-2.6446647901937325e-16,0.11663541469323697,0.3054079289120663,-0.35959362004930967,False
REP_00193,CC1=CNC(=O)C2C(C)CCC12,repellent,1.0,CC1CCCC2CCCC12,GFN2-xTB,converged,0.0,1.0,0.888049018826667,-9.989759854189165,-6.3642058935747565,3.6255539606144085,-36.08385730052999,1.4987633124542146,3.3409489166960727e-16,0.11762862677079096,0.2672619281607818,-0.4403290026399145,False
REP_00196,CC1CCCCN1C(=O)C1CC=CCC1,repellent,1.0,CC(C1CCCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,-3.2052825307638253,-10.201993263563432,-5.73852860962459,4.463464653938842,-45.56365212709883,1.6784214439936092,2.509566628579781e-16,0.09774493344293579,0.25385627404634425,-0.439925896427923,False
REP_00199,CC(=O)N1CCCc2ccccc21,repellent,1.0,C1CCC2CCCCC2C1,GFN2-xTB,converged,0.0,1.0,14.502335343511762,-10.09967969989687,-6.425888542383143,3.673791157513726,-37.191733617883685,1.8395364038473967,7.739535508204216e-17,0.11165981461173993,0.26699856552139695,-0.4215462585675418,False
REP_00200,COc1ccc([C@H](C)O)cc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,25.19154861819064,-10.333160792425959,-6.2709935736307445,4.0621672187952145,-33.50429731425726,0.8514659244603129,-1.227882529952279e-16,0.13759007371206758,0.28391446481225147,-0.44931790902343954,False
REP_00201,CC1(C)COC(c2ccccc2)N1,repellent,1.0,C1CCC(C2CCCC2)CC1,GFN2-xTB,converged,0.0,1.0,19.273886049798847,-10.298049369122353,-6.1721613638079145,4.1258880053144384,-38.18565549495332,0.7347896567766766,-4.649058915617843e-16,0.10731351511187781,0.1786922473123707,-0.3484585232479333,False
REP_00202,CC1=NCCS1,repellent,1.0,C1CCCC1,GFN2-xTB,converged,0.0,1.0,9.810146112767601,-10.201208712660621,-6.663505013040168,3.5377036996204536,-18.293988229706873,0.3292094988268766,9.20737844941536e-16,0.10927572226833522,0.14734947195889309,-0.271966577440395,False
REP_00206,CCC(C)(O)C(C)C(C)O,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,21.005380790557332,-10.501456447077793,-0.017495806731812762,10.48396064034598,-34.44554156341954,1.1668769124972043,5.17443231119939e-16,0.16147393799150098,0.30894931363153927,-0.4811043241083081,True
REP_00207,CC[C@H](C)Oc1ccc(CO)cc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,24.934351036027586,-10.325209124557764,-6.302262792262178,4.022946332295586,-39.8339081772375,1.2726131938710274,1.9787811236314752e-16,0.12588666499918685,0.2879275782090901,-0.4445685945570483,True
REP_00212,CCC(=O)N1c2ccccc2CC[C@@H]1C,repellent,1.0,C1CCC2CCCCC2C1,GFN2-xTB,converged,0.0,1.0,18.666530324551445,-10.073133180514304,-6.341621299551284,3.73151188096302,-43.52226613495663,1.8236631399628602,2.2985086056692694e-16,0.10182815106045229,0.2615869438113833,-0.41773901566248317,False
REP_00217,CCCC(=O)O[C@H]1CCc2ccccc2C1,repellent,1.0,C1CCC2CCCCC2C1,GFN2-xTB,converged,0.0,1.0,14.592646041027745,-10.556086812568305,-6.400691346592612,4.155395465975693,-47.32140979644686,0.8977549744315784,-3.679654620219039e-16,0.11584263818159381,0.35486551793654547,-0.41604583155850033,False
REP_00227,CCCCCCC[C@H]1CCC(=O)O1,repellent,1.0,CC1CCCC1,GFN2-xTB,converged,0.0,1.0,-8.11017802684565,-11.287017949158715,-6.5053185917243725,4.781699357434342,-41.921937695376904,2.128641070491256,-5.101138366933011e-16,0.11498423924612683,0.3543160283482252,-0.3823760554385831,False
REP_00228,CCCCCCCCC(=O)O,repellent,1.0,,GFN2-xTB,converged,0.0,1.0,-28.25329325657241,-11.272972747933029,-6.5470265060427915,4.725946241890237,-36.6072544420556,0.6595034961228807,9.13062728872758e-16,0.14630263297470622,0.3548976734821561,-0.4135173129998863,True
REP_00256,COC1c2ccccc2CC1O,repellent,1.0,C1CCC2CCCC2C1,GFN2-xTB,converged,0.0,1.0,65.59342006161415,-10.685890262760557,-6.213547137155492,4.472343125605065,-35.65234446716503,0.8439624467971993,2.544261098099317e-16,0.1370730186712229,0.3055389037068169,-0.4524204789702548,False
REP_00263,COc1ccc(CO)cc1,repellent,1.0,C1CCCCC1,GFN2-xTB,converged,0.0,1.0,22.694326282484898,-10.45843982393155,-6.36839254439648,4.090047279535071,-30.33572204248952,1.1363346521379605,4.836409051023338e-16,0.14306361075495302,0.2880353040904356,-0.443904041329104,False
REP_00264,Cn1cccc1-c1cccnc1,repellent,1.0,C1CCC(C2CCCC2)CC1,GFN2-xTB,converged,0.0,1.0,34.66932273327623,-9.81023962426933,-6.960048974444958,2.8501906498243725,-32.34137849727412,0.9090397935277725,4.920306586406944e-17,0.0635918064521798,0.060994262408516915,-0.228020309851875,False
REP_00266,Cc1ccc2c(c1)C(=O)CO2,repellent,1.0,CC1CCC2CCCCC12,GFN2-xTB,converged,0.0,1.0,44.81389325071566,-10.781334464562375,-7.806881017692633,2.9744534468697426,-31.477990089818544,1.1799808045160367,9.027866173925615e-16,0.13335860562408935,0.22104159381302996,-0.3789795092939892,False
REP_00270,O=C(c1ccccc1)N1CCCCC1,repellent,1.0,CC(C1CCCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,21.651468965592986,-10.316393633462292,-6.780414925415181,3.535978708047111,-40.34850002495675,1.6701450917338776,3.589083053745118e-17,0.10313645794234182,0.25897705560810885,-0.4326369796590406,False
REP_00271,O=C(OCc1ccccc1)c1ccccc1,repellent,1.0,CC(CCC1CCCCC1)C1CCCCC1,GFN2-xTB,converged,0.0,1.0,47.04014784647632,-10.990309435611476,-7.456400617816073,3.5339088177954023,-44.209102805934215,1.0379445040202377,3.8337388819087437e-16,0.11989375144239306,0.34813657042535623,-0.415983800401825,False
REP_00272,O=c1ccc2ccccc2o1,repellent,1.0,CC1CCC2CCCCC2C1,GFN2-xTB,converged,0.0,1.0,33.79786651534771,-11.199207864880453,-8.099946118045246,3.0992617468352073,-30.451851886406917,2.287964865623677,-1.2081838797391408e-16,0.14903954139070388,0.3445219603785075,-0.3883960505393511,True
REP_00273,O=CC12CC=CCC1C1CC=CCC1O2,repellent,1.0,C1CCC2C(C1)CC1CCCCC12,GFN2-xTB,converged,0.0,1.0,65.88985099198496,-10.606639855551817,-7.673550349125633,2.9330895064261844,-44.089040189853904,1.098477356572472,3.142647432608306e-16,0.1062879131434499,0.20361420160229232,-0.3493785997707971,False
